aX,aY,aZ,gX,gY,gZ
0.512,-0.978,-0.529,-55.664,619.934,-74.829
0.561,-0.969,-0.491,-67.139,604.126,-75.378
0.589,-0.958,-0.400,-71.960,577.332,-75.623
0.593,-0.949,-0.282,-67.139,540.649,-78.491
0.569,-0.958,-0.199,-57.373,495.422,-80.322
0.500,-1.004,-0.149,-51.941,444.702,-78.613
0.432,-1.075,-0.074,-52.856,390.503,-77.942
0.392,-1.125,0.003,-56.824,335.266,-76.111
0.342,-1.111,0.065,-66.528,280.518,-69.946
0.307,-1.026,0.109,-76.965,232.178,-60.608
0.239,-0.942,0.122,-77.393,194.763,-50.415
0.166,-0.912,0.126,-64.209,166.870,-41.199
0.107,-0.899,0.083,-48.279,148.804,-32.776
0.101,-0.944,0.014,-33.508,133.240,-23.621
0.116,-0.982,-0.038,-22.827,119.995,-16.052
0.152,-1.044,-0.006,-16.174,108.643,-10.620
0.169,-1.019,-0.110,-15.808,91.919,-6.470
0.146,-1.082,-0.128,-15.015,75.256,2.258
0.101,-1.065,-0.149,-24.048,67.017,3.418
0.095,-1.020,-0.169,-32.776,58.228,3.784
0.101,-0.983,-0.173,-33.752,48.035,5.188
0.124,-0.997,-0.151,-26.184,38.269,5.005
0.172,-1.030,-0.102,-17.700,30.762,3.479
0.156,-1.032,-0.071,-14.832,22.705,4.028
0.128,-1.057,-0.041,-13.794,17.517,5.493
0.108,-1.013,-0.031,-13.000,15.808,-0.549
0.087,-1.018,-0.050,-9.521,16.602,-5.371
0.063,-1.038,-0.049,-6.897,16.663,-6.592
0.051,-1.033,-0.034,-6.897,13.184,-5.981
0.043,-1.020,-0.027,-7.446,6.287,-2.625
0.027,-1.051,-0.013,-8.179,-1.038,1.404
-0.026,-0.999,-0.054,-7.202,-4.456,0.977
-0.020,-1.017,-0.065,-5.859,-3.601,1.282
-0.017,-1.023,-0.065,-5.371,0.549,1.282
-0.013,-1.022,-0.048,-5.554,3.784,-0.061
-0.018,-1.026,-0.046,-6.226,3.906,0.061
-0.038,-1.019,-0.048,-7.141,1.648,2.991
-0.046,-1.017,-0.053,-9.216,-1.892,6.897
-0.040,-1.019,-0.046,-10.559,-3.296,9.949
-0.052,-1.018,-0.062,-11.658,-3.357,10.925
-0.057,-1.011,-0.092,-11.963,0.183,11.719
-0.023,-1.011,-0.085,-11.658,5.066,11.475
0.007,-1.038,-0.056,-9.888,10.254,9.521
0.025,-1.042,-0.039,-10.864,12.573,7.568
0.006,-1.025,-0.045,-14.099,12.756,6.104
-0.023,-1.016,-0.052,-14.893,12.878,5.188
-0.022,-1.018,-0.049,-14.893,13.123,4.700
0.003,-1.020,-0.031,-14.832,13.550,5.920
0.024,-1.018,0.006,-15.625,11.841,6.531
0.033,-1.001,0.023,-15.747,8.850,7.874
0.018,-0.993,-0.004,-13.062,4.883,9.521
-0.003,-1.006,-0.041,-7.263,2.441,9.033
0.014,-1.035,-0.047,-3.662,4.517,6.775
0.041,-1.036,-0.027,-5.249,8.057,3.662
0.067,-1.021,0.009,-7.507,10.803,1.648
0.069,-0.994,0.009,-9.277,9.705,-0.061
0.046,-0.998,-0.009,-6.531,8.667,-0.305
0.042,-1.019,-0.021,-3.540,8.118,-0.732
0.052,-1.025,-0.015,-2.991,8.728,-1.465
0.066,-1.013,-0.001,-4.028,9.766,-2.319
0.055,-1.001,0.007,-4.639,9.399,-2.930
0.048,-1.000,0.010,-3.418,7.629,-2.502
0.054,-0.998,0.014,-2.808,4.639,-1.648
0.061,-1.000,0.032,-1.648,2.014,0.244
0.063,-0.989,0.060,-1.282,-1.526,1.831
0.045,-0.967,0.068,0.366,-5.432,3.601
-0.001,-0.966,0.025,3.967,-7.629,5.249
-0.022,-0.984,-0.025,6.775,-6.531,5.066
-0.002,-1.025,-0.048,8.362,-1.221,4.089
0.033,-1.036,-0.038,5.310,3.540,1.953
0.058,-1.029,-0.007,2.258,4.822,1.526
0.074,-1.013,0.012,1.404,2.014,1.831
0.070,-1.010,0.022,3.662,-1.953,2.136
0.050,-1.014,0.012,6.042,-5.188,2.014
0.015,-1.014,-0.020,6.958,-5.859,1.221
-0.009,-1.017,-0.048,7.629,-4.517,1.099
-0.010,-1.021,-0.061,6.348,-2.869,0.854
0.009,-1.030,-0.050,5.432,-0.244,1.038
0.023,-1.027,-0.030,3.296,1.038,0.549
0.021,-1.024,-0.023,2.502,2.075,0.671
0.024,-1.025,-0.033,2.686,1.831,0.122
-0.002,-1.028,-0.059,2.563,2.747,-0.488
-0.021,-1.039,-0.060,1.709,5.737,-1.160
-0.004,-1.036,-0.047,-0.488,7.935,-1.526

0.922,-0.827,-0.737,137.329,-698.608,122.742
0.758,-0.774,-0.686,126.160,-638.489,103.821
0.559,-0.856,-0.595,123.535,-553.223,80.322
0.272,-0.942,-0.492,128.052,-446.472,51.575
-0.001,-0.967,-0.383,123.535,-324.280,21.484
-0.175,-0.928,-0.306,112.854,-205.444,-1.343
-0.211,-0.980,-0.332,107.422,-112.183,-13.550
-0.147,-1.112,-0.390,99.915,-39.734,-19.958
0.004,-1.048,-0.376,75.256,15.747,-22.278
0.150,-1.042,-0.382,45.410,52.856,-18.616
0.306,-0.924,-0.375,25.818,68.298,-15.808
0.355,-1.096,-0.355,16.846,66.650,-10.803
0.354,-1.046,-0.364,14.221,55.115,-13.550
0.310,-1.011,-0.328,8.789,49.500,-14.160
0.239,-0.973,-0.332,-3.540,50.110,-8.545
0.174,-0.980,-0.382,-6.042,59.326,-3.906
0.089,-1.010,-0.404,-2.319,80.505,1.099
-0.011,-1.000,-0.386,-3.174,113.647,4.517
-0.058,-0.952,-0.312,0.183,160.645,7.141
-0.059,-0.907,-0.272,6.165,218.750,8.606
-0.067,-0.858,-0.279,14.954,282.288,9.460
-0.024,-0.839,-0.304,26.978,346.680,10.742
0.101,-0.890,-0.378,38.879,405.457,9.277
0.284,-0.962,-0.459,51.392,458.191,1.221
0.360,-0.956,-0.547,54.138,505.249,-13.062
0.348,-0.946,-0.606,50.171,544.922,-28.076
0.372,-0.947,-0.634,43.457,572.693,-39.307
0.460,-0.950,-0.659,36.926,587.158,-47.791
0.564,-0.988,-0.637,30.334,586.243,-57.495
0.618,-1.048,-0.587,18.677,567.993,-68.542
0.629,-1.120,-0.524,4.700,529.907,-77.698
0.609,-1.141,-0.447,-10.681,472.412,-83.191
0.588,-1.108,-0.326,-27.771,398.132,-81.055
0.516,-1.025,-0.213,-43.335,316.040,-72.266
0.387,-0.943,-0.134,-43.945,234.375,-58.228
0.214,-0.907,-0.110,-34.058,158.936,-41.321
0.047,-0.912,-0.125,-23.132,95.825,-19.470
-0.066,-0.901,-0.169,-16.052,49.072,4.456
-0.088,-0.929,-0.228,-10.132,20.813,24.475
-0.056,-0.967,-0.271,-6.470,9.949,36.377
-0.030,-0.989,-0.293,-7.385,8.118,41.077
-0.005,-0.990,-0.299,-9.277,10.315,42.175
0.023,-1.000,-0.291,-12.085,13.245,42.175
0.045,-0.999,-0.298,-15.747,15.869,41.992
0.050,-0.989,-0.306,-17.334,17.883,40.344
0.111,-1.010,-0.189,-17.212,18.372,37.903
0.112,-0.971,-0.288,-15.442,13.916,37.292
0.073,-1.032,-0.259,-11.169,17.151,33.813
0.055,-1.023,-0.272,-15.686,29.785,24.780
0.062,-1.003,-0.275,-19.348,40.161,16.418
0.075,-1.009,-0.278,-17.761,46.814,11.169
0.092,-1.011,-0.297,-17.395,47.913,7.996
0.071,-1.009,-0.338,-17.090,44.983,6.836
0.031,-1.031,-0.354,-16.174,42.542,7.385
0.011,-1.056,-0.339,-18.250,40.833,6.836
0.009,-1.017,-0.314,-21.301,39.673,5.554
0.021,-1.002,-0.299,-23.926,36.926,6.348
0.027,-0.992,-0.291,-24.292,33.569,8.850
0.034,-1.002,-0.265,-23.987,31.616,10.437
0.041,-0.997,-0.240,-25.269,31.006,10.986
0.051,-0.998,-0.215,-26.855,31.311,11.169
0.062,-0.983,-0.196,-27.466,31.067,9.338
0.059,-0.987,-0.187,-27.039,30.457,10.193
0.037,-0.997,-0.203,-26.978,27.466,12.512
0.004,-1.001,-0.255,-26.245,26.062,14.709
-0.005,-1.013,-0.303,-28.137,27.283,15.686
0.002,-1.029,-0.316,-31.616,32.532,15.503
0.040,-1.018,-0.286,-35.522,40.466,13.977
0.081,-1.005,-0.219,-39.856,48.462,12.756
0.129,-1.000,-0.132,-41.748,53.955,12.573
0.163,-0.982,-0.078,-42.969,54.382,11.230
0.160,-0.978,-0.071,-40.222,51.147,9.521
0.112,-0.986,-0.088,-34.851,45.044,7.690
0.072,-0.997,-0.106,-29.846,38.086,8.545
0.062,-0.990,-0.112,-28.870,32.104,11.230
0.070,-0.979,-0.100,-28.442,28.442,13.062
0.086,-0.985,-0.083,-26.001,27.100,13.672
0.098,-0.983,-0.077,-24.597,25.757,12.878
0.098,-0.976,-0.082,-21.912,24.719,12.451
0.098,-0.977,-0.090,-18.799,22.705,11.597
0.088,-0.987,-0.106,-15.320,21.057,10.986
0.078,-1.005,-0.116,-12.878,19.287,10.498
0.085,-1.008,-0.113,-12.695,18.677,9.338
0.099,-1.006,-0.099,-13.306,19.165,8.118
0.108,-1.003,-0.072,-13.733,19.592,6.165
0.109,-1.000,-0.050,-13.306,19.104,4.700
0.115,-0.990,-0.030,-12.573,16.907,3.479
0.121,-0.982,-0.025,-10.132,15.259,3.174
0.115,-0.986,-0.051,-7.019,13.000,2.380
0.085,-0.996,-0.095,-2.991,11.963,2.441
0.053,-1.010,-0.128,-1.038,12.085,2.380
0.043,-1.014,-0.135,-2.747,12.451,2.808
0.059,-1.013,-0.123,-5.066,12.695,4.700
0.081,-1.013,-0.111,-7.507,10.803,6.287
0.107,-1.022,-0.095,-8.484,8.789,8.057
0.122,-1.016,-0.079,-8.423,6.470,8.484
0.110,-1.016,-0.094,-6.042,4.883,7.629
0.076,-1.023,-0.124,-3.662,5.249,5.371
0.059,-1.031,-0.135,-3.357,7.751,2.563
0.068,-1.033,-0.128,-3.906,11.047,1.038
0.070,-1.029,-0.127,-6.165,13.245,-0.183
0.071,-1.027,-0.116,-7.935,15.137,-0.854
0.075,-1.025,-0.102,-9.705,15.564,-1.770
0.064,-1.020,-0.100,-10.559,16.479,-1.709
0.059,-1.007,-0.098,-11.475,17.578,-2.014
0.052,-1.015,-0.101,-11.597,18.982,-2.075
0.044,-1.027,-0.104,-11.169,20.264,-1.831
0.044,-1.034,-0.101,-12.207,21.362,-2.197
0.052,-1.023,-0.085,-14.404,22.583,-2.075
0.060,-1.017,-0.077,-16.968,23.315,-2.808
0.072,-1.021,-0.066,-15.991,24.536,-3.357
0.079,-1.018,-0.062,-15.808,24.780,-4.150
0.067,-1.020,-0.072,-15.564,23.865,-3.906
0.041,-1.022,-0.090,-15.564,21.973,-2.502
0.031,-1.013,-0.087,-17.761,20.691,-0.488
0.040,-1.012,-0.070,-19.775,20.569,2.319
0.062,-1.010,-0.045,-22.888,19.897,4.272
0.083,-0.997,-0.006,-25.208,19.653,5.859
0.098,-0.980,0.020,-25.635,18.860,5.493

1.201,-0.765,1.361,33.203,-524.597,322.266
1.416,-0.756,1.608,71.594,-644.409,375.854
1.522,-0.616,1.565,113.464,-743.286,403.320
1.707,-0.570,1.265,157.227,-815.674,402.710
1.901,-0.549,0.756,206.177,-873.901,384.277
2.162,-0.434,0.150,257.812,-923.340,368.896
2.521,-0.389,-0.311,306.152,-955.261,346.863
2.674,-0.071,-1.107,344.177,-944.763,299.133
2.285,-0.300,-1.741,403.870,-888.428,238.831
1.183,-0.800,-1.537,470.825,-778.503,152.527
0.025,-1.033,-1.028,422.668,-615.967,59.326
-0.429,-0.963,-0.769,299.011,-444.580,6.470
-0.367,-0.915,-0.735,219.055,-305.420,-3.296
-0.066,-1.221,-0.765,187.805,-216.003,1.892
0.164,-1.466,-0.727,154.724,-159.973,-1.953
0.243,-1.152,-0.578,86.853,-95.764,-19.775
0.210,-0.899,-0.386,30.334,-33.203,-25.635
0.182,-0.947,-0.350,21.179,11.353,-21.240
0.177,-0.947,-0.358,24.780,41.748,-15.686
0.118,-1.079,-0.424,16.479,67.871,-8.057
0.076,-0.989,-0.443,6.287,98.145,-9.766
0.064,-0.947,-0.405,-0.305,138.123,-9.521
0.103,-0.982,-0.370,-8.606,183.716,-3.357
0.166,-0.939,-0.380,-17.883,233.093,4.333
0.157,-0.908,-0.421,-26.917,281.616,13.794
0.062,-0.841,-0.469,-36.743,330.933,25.818
0.076,-0.791,-0.470,-46.204,384.094,41.870
0.394,-0.836,-0.426,-49.744,440.918,51.514
0.701,-0.977,-0.395,-36.682,497.131,36.377
0.785,-0.949,-0.396,-30.334,550.110,4.700
0.727,-0.942,-0.402,-36.621,593.384,-23.254
0.675,-0.846,-0.410,-37.842,620.667,-44.250
0.652,-0.839,-0.398,-33.813,631.104,-59.021
0.647,-0.946,-0.366,-25.391,628.479,-68.970
0.615,-1.022,-0.402,-29.114,618.225,-78.247
0.579,-1.024,-0.424,-41.870,599.609,-85.327
0.545,-1.024,-0.411,-51.941,568.604,-88.013
0.580,-1.150,-0.459,-55.115,518.860,-84.473
0.602,-1.186,-0.501,-62.439,450.378,-72.632
0.573,-1.150,-0.464,-78.003,368.042,-52.551
0.537,-1.085,-0.344,-94.055,283.569,-27.588
0.458,-0.966,-0.216,-109.009,205.994,-6.165
0.380,-0.916,-0.094,-108.521,143.494,10.193
0.323,-0.917,-0.017,-97.046,102.295,18.372
0.277,-0.941,-0.005,-81.604,86.060,19.592
0.234,-0.943,-0.004,-67.932,89.050,13.184
0.222,-0.953,0.011,-58.655,101.318,1.831
0.216,-0.964,-0.001,-54.749,114.258,-7.690
0.243,-0.983,0.066,-59.082,125.061,-15.564
0.223,-1.017,-0.092,-63.538,126.465,-21.301
0.212,-1.047,-0.076,-68.726,134.705,-28.381
0.228,-0.978,-0.092,-87.952,142.761,-35.095
0.253,-1.000,-0.062,-103.088,142.029,-37.109
0.260,-0.987,-0.038,-104.675,133.972,-37.170
0.240,-0.959,-0.012,-95.825,121.460,-38.452
0.186,-0.957,-0.021,-80.322,102.417,-37.170
0.158,-0.950,-0.043,-65.979,81.787,-28.442
0.145,-1.014,-0.020,-55.847,60.303,-13.794
0.154,-1.033,0.005,-50.903,39.734,-2.258
0.162,-1.007,0.051,-44.556,22.278,3.052
0.143,-0.985,0.082,-34.973,10.559,3.967
0.134,-0.982,0.090,-24.536,4.456,1.282
0.098,-0.987,0.046,-15.198,3.540,-3.662
0.063,-1.008,0.011,-9.460,7.202,-8.240
0.030,-1.023,-0.040,-9.094,10.925,-12.939
0.030,-1.048,-0.057,-9.888,15.442,-15.076
0.012,-1.016,-0.042,-13.611,18.433,-16.968
-0.000,-1.009,-0.014,-16.418,20.752,-15.564
0.003,-0.995,0.003,-17.944,21.484,-12.634
0.006,-1.005,0.016,-16.968,20.935,-10.132
0.006,-1.018,0.032,-14.709,19.043,-6.592
-0.006,-1.016,0.027,-14.832,14.832,-2.930
-0.036,-1.013,0.007,-14.771,11.902,1.709
-0.058,-1.007,-0.009,-16.357,10.925,5.127
-0.047,-1.000,-0.015,-17.517,13.062,8.789
-0.027,-1.059,-0.010,-18.005,15.991,11.230
0.005,-1.054,-0.005,-22.400,18.433,10.376
0.036,-1.030,0.023,-25.146,20.996,9.216
0.061,-1.011,0.048,-27.710,21.851,8.118
0.071,-1.014,0.065,-27.161,22.339,6.958
0.062,-1.013,0.069,-24.231,21.545,4.456
0.057,-1.016,0.074,-19.775,21.118,3.235
0.063,-1.003,0.083,-17.944,18.982,2.136
0.075,-0.988,0.107,-16.724,16.785,2.502
0.096,-0.982,0.122,-14.832,14.038,3.967
0.117,-0.974,0.144,-12.573,10.437,4.883
0.131,-0.961,0.156,-7.568,7.385,5.676
0.101,-0.961,0.117,-1.404,3.906,5.371
0.044,-0.982,0.047,6.958,2.747,5.249
0.027,-1.003,0.013,10.193,3.906,5.676
0.047,-1.017,0.022,8.057,6.409,7.141
0.092,-1.012,0.053,3.662,7.812,8.362
0.124,-1.008,0.068,1.465,6.226,9.705
0.149,-1.026,0.073,2.869,2.747,11.292
0.160,-1.033,0.066,3.662,-1.465,11.292
0.166,-1.031,0.068,4.700,-2.930,9.583
0.159,-1.023,0.071,4.700,-2.502,5.493
0.119,-1.022,0.040,5.554,-1.526,1.221
0.090,-1.031,0.016,6.104,0.122,-2.197
0.077,-1.043,0.009,5.005,2.319,-3.906
0.091,-1.038,0.036,2.808,4.211,-4.333
0.114,-1.018,0.072,-0.305,4.089,-4.211
0.118,-1.000,0.092,-0.671,1.709,-2.686
0.082,-0.997,0.073,0.305,-1.709,-1.465
0.054,-1.010,0.044,3.052,-2.502,0.061
0.054,-1.030,0.033,3.784,-1.526,0.366
0.074,-1.039,0.047,2.686,0.427,-0.244
0.095,-1.020,0.070,0.488,0.977,-0.122
0.087,-1.009,0.072,0.122,-0.183,0.305
0.058,-1.013,0.049,2.136,-1.404,0.793
0.050,-1.020,0.035,2.747,-0.916,-0.488
0.063,-1.030,0.044,2.625,2.136,-1.587
0.084,-1.018,0.058,0.549,3.174,-3.052
0.081,-1.010,0.047,-0.244,2.258,-2.380
0.055,-1.019,0.039,1.099,0.671,-1.831
0.040,-1.021,0.031,0.854,-0.061,-1.526
0.047,-1.021,0.039,0.671,1.648,-1.587
0.061,-1.011,0.059,-1.099,3.052,-2.319
0.070,-1.000,0.076,-1.587,3.784,-2.136

1.029,-0.818,1.100,88.074,-475.281,209.717
1.155,-0.858,1.070,122.009,-562.683,244.995
1.223,-0.781,0.865,162.964,-644.958,267.517
1.266,-0.749,0.592,200.256,-715.393,273.804
1.399,-0.734,0.139,230.835,-776.428,273.071
1.659,-0.920,-0.304,257.751,-822.937,270.813
1.934,-0.943,-0.905,261.658,-853.699,258.911
1.892,-1.004,-1.604,256.409,-851.990,234.558
1.299,-1.129,-1.777,253.967,-809.021,186.584
0.465,-1.144,-1.287,227.966,-709.717,122.314
-0.202,-0.858,-0.574,160.034,-556.763,59.570
-0.472,-0.659,-0.172,101.624,-389.221,15.381
-0.375,-0.758,-0.120,90.454,-246.582,0.977
-0.057,-0.992,-0.210,94.971,-154.053,-0.122
0.265,-1.043,-0.239,79.834,-103.088,-2.747
0.421,-1.126,-0.278,50.171,-81.909,-10.864
0.392,-1.048,-0.368,24.048,-71.350,-25.208
0.277,-0.900,-0.384,-7.446,-61.646,-25.024
0.180,-0.967,-0.303,-31.860,-57.800,-13.794
0.165,-0.941,-0.229,-28.015,-47.974,-14.099
0.122,-0.910,-0.156,-20.691,-29.175,-16.052
0.029,-0.891,-0.187,-21.423,-1.892,-13.733
-0.094,-0.901,-0.250,-19.836,32.349,-9.155
-0.143,-0.908,-0.230,-14.648,80.505,-4.272
-0.054,-0.891,-0.200,-10.681,142.761,-2.319
0.076,-0.882,-0.158,-7.446,211.609,-3.296
0.170,-0.881,-0.198,-1.587,276.855,-2.136
0.249,-0.934,-0.196,2.380,336.243,-1.587
0.401,-0.922,-0.182,5.066,389.893,-7.385
0.522,-0.987,-0.202,5.859,433.655,-19.836
0.599,-1.009,-0.286,3.235,468.567,-41.260
0.583,-0.991,-0.321,-3.967,497.375,-62.622
0.516,-0.942,-0.339,-15.564,518.616,-77.942
0.458,-0.939,-0.345,-21.851,531.372,-86.670
0.439,-0.953,-0.383,-24.780,537.537,-91.431
0.461,-0.970,-0.361,-25.574,540.039,-96.497
0.488,-0.956,-0.329,-27.344,539.185,-104.370
0.518,-0.954,-0.261,-27.222,532.349,-110.229
0.533,-1.009,-0.203,-25.208,513.977,-116.455
0.501,-1.029,-0.190,-22.095,487.305,-123.779
0.428,-1.080,-0.194,-18.433,455.505,-127.686
0.354,-1.093,-0.216,-24.719,421.021,-125.427
0.284,-1.066,-0.211,-36.621,384.338,-115.295
0.222,-1.037,-0.187,-47.424,345.520,-100.037
0.190,-1.037,-0.161,-54.871,305.420,-79.529
0.155,-1.044,-0.150,-65.430,264.648,-57.739
0.139,-1.049,-0.139,-74.341,227.844,-36.255
0.149,-1.043,-0.128,-79.468,193.909,-17.761
0.163,-1.030,-0.089,-79.224,162.964,-3.662
0.178,-1.004,-0.040,-76.050,135.071,7.324
0.193,-0.997,0.003,-71.106,110.229,13.977
0.206,-1.000,0.021,-64.697,89.905,17.334
0.144,-0.973,-0.055,-56.580,73.303,17.944
0.172,-1.023,0.093,-48.706,60.547,19.775
0.121,-1.028,-0.132,-40.894,46.021,21.667
0.132,-1.029,0.004,-42.969,52.124,19.409
0.132,-1.015,-0.037,-54.382,56.580,14.343
0.152,-1.011,-0.005,-55.603,57.190,9.949
0.116,-1.008,-0.012,-44.678,53.101,6.104
0.085,-0.995,-0.065,-28.015,43.457,3.601
0.114,-1.059,-0.093,-11.353,34.180,6.592
0.149,-1.089,-0.070,-7.568,28.564,8.179
0.166,-1.066,-0.023,-11.963,26.794,4.822
0.159,-1.034,0.013,-14.709,25.574,-0.916
0.141,-1.016,0.035,-13.123,22.766,-4.883
0.124,-1.005,0.044,-8.240,19.226,-4.700
0.111,-1.055,0.035,-4.272,13.977,-2.930
0.084,-0.965,0.035,-1.770,10.437,-3.113
0.080,-0.988,0.027,1.465,6.836,-1.221
0.081,-1.009,0.020,1.404,4.578,3.296
0.083,-1.008,0.024,1.282,2.563,6.348
0.080,-1.012,0.018,1.587,-0.610,8.850
0.057,-1.009,-0.008,2.319,-3.052,10.742
0.045,-1.012,-0.025,2.869,-2.869,9.949
0.057,-1.037,-0.027,2.319,-0.549,8.728
0.083,-1.038,-0.009,-1.587,2.441,6.775
0.100,-1.029,0.010,-4.944,4.883,6.042
0.096,-1.003,0.025,-6.226,4.089,5.493
0.071,-0.992,0.011,-3.967,1.343,5.432
0.057,-1.009,-0.004,-0.061,-0.122,5.554
0.055,-1.026,-0.007,0.488,0.122,4.822
0.070,-1.021,0.020,-1.038,1.709,4.822
0.078,-1.006,0.025,-2.869,0.916,4.456
0.067,-0.999,0.008,-1.892,-0.549,5.493
0.051,-1.006,-0.004,-0.427,-1.953,6.287
0.054,-1.024,-0.005,0.488,-2.502,7.263
0.077,-1.026,0.007,0.366,-2.991,7.263
0.091,-1.017,0.012,-0.366,-3.845,6.226
0.106,-1.014,0.021,0.122,-4.150,5.493
0.113,-1.012,0.014,1.587,-5.432,3.113
0.114,-1.023,0.015,5.127,-5.371,0.732
0.106,-1.016,0.015,5.981,-4.944,-1.892
0.076,-1.010,0.001,6.409,-4.517,-3.357
0.040,-1.016,-0.020,6.836,-4.700,-3.906
0.020,-1.018,-0.057,5.005,-4.150,-3.174
0.034,-1.030,-0.046,3.601,-1.831,-1.282
0.060,-1.030,-0.017,1.526,-0.305,-0.183
0.075,-1.020,-0.005,-0.366,-0.427,1.770
0.069,-1.014,0.000,-0.977,-2.319,3.235
0.064,-1.020,0.001,0.488,-3.540,4.578
0.061,-1.020,0.006,0.916,-4.395,5.005
0.060,-1.005,0.007,0.793,-4.089,5.066
0.057,-0.999,-0.003,1.709,-2.991,4.150
0.062,-1.014,-0.007,3.540,-1.465,1.770
0.077,-1.032,-0.003,4.639,0.549,-0.427
0.080,-1.024,-0.002,2.991,1.404,-2.441
0.064,-1.016,-0.013,2.136,1.709,-2.808
0.044,-1.017,-0.023,2.014,0.854,-2.563
0.042,-1.026,-0.026,2.197,0.183,-1.221
0.058,-1.026,-0.010,0.854,0.000,0.732
0.066,-1.021,-0.012,-1.099,-0.366,2.380
0.071,-1.032,-0.022,-0.549,0.122,2.869
0.083,-1.046,-0.022,-0.854,0.977,1.160
0.097,-1.041,-0.007,-1.587,3.113,-0.916
0.090,-1.018,0.005,-3.113,4.211,-2.930
0.060,-1.004,0.000,-2.991,4.333,-3.662
0.046,-1.001,-0.005,-2.625,4.333,-3.906
0.051,-1.008,-0.002,-1.953,5.371,-3.967
0.061,-1.008,0.013,-1.953,6.836,-3.601

1.074,-0.845,0.866,43.884,-434.326,197.571
1.049,-0.779,0.901,71.411,-519.592,231.628
1.004,-0.617,0.813,106.628,-598.145,255.432
1.025,-0.592,0.529,158.325,-665.161,268.982
1.189,-0.610,0.184,207.458,-726.562,271.790
1.336,-0.785,-0.029,245.056,-783.997,265.625
1.427,-0.892,-0.220,267.395,-839.783,257.385
1.511,-0.739,-0.600,269.775,-881.165,249.207
1.546,-0.797,-0.994,270.020,-898.865,239.258
1.384,-0.945,-1.104,273.193,-877.869,213.745
1.025,-0.968,-0.889,250.549,-803.284,167.725
0.588,-0.856,-0.629,212.646,-687.561,112.183
0.258,-0.783,-0.512,197.083,-553.589,69.031
-0.071,-0.796,-0.533,203.125,-430.481,45.837
-0.181,-0.966,-0.454,192.932,-320.862,41.565
-0.063,-1.285,-0.450,163.452,-229.675,41.992
0.068,-1.303,-0.340,130.615,-139.038,23.865
0.174,-1.098,-0.243,82.886,-36.804,2.991
0.259,-0.983,-0.214,34.912,48.645,-7.446
0.342,-0.975,-0.195,26.794,101.379,-13.550
0.377,-0.896,-0.156,26.062,124.268,-19.165
0.324,-0.997,-0.212,17.700,133.240,-20.752
0.270,-0.963,-0.293,12.268,141.113,-26.978
0.209,-0.989,-0.362,10.742,155.640,-30.457
0.203,-0.949,-0.348,2.380,177.063,-29.968
0.236,-0.926,-0.275,-11.719,203.430,-24.780
0.268,-0.929,-0.220,-19.714,232.361,-16.663
0.259,-0.944,-0.227,-18.738,264.160,-9.766
0.230,-0.949,-0.264,-15.808,301.147,-3.296
0.224,-0.912,-0.286,-20.325,340.759,3.662
0.291,-0.916,-0.299,-26.611,377.869,9.094
0.418,-0.964,-0.329,-30.579,407.471,9.338
0.504,-0.974,-0.394,-33.997,430.359,2.502
0.526,-0.950,-0.462,-41.138,449.280,-6.531
0.494,-0.884,-0.468,-54.138,465.393,-15.625
0.443,-0.859,-0.441,-60.364,478.088,-22.156
0.419,-0.866,-0.424,-62.134,488.953,-25.879
0.424,-0.851,-0.430,-64.453,496.399,-28.809
0.435,-0.838,-0.416,-65.063,499.878,-31.921
0.463,-0.860,-0.368,-63.538,498.047,-35.645
0.508,-0.895,-0.307,-61.890,491.211,-42.542
0.534,-0.956,-0.307,-61.951,479.065,-50.232
0.513,-0.994,-0.319,-64.148,459.961,-57.678
0.444,-0.988,-0.328,-72.937,434.753,-64.697
0.388,-0.985,-0.302,-77.698,403.137,-65.796
0.361,-0.990,-0.269,-85.754,367.859,-63.171
0.381,-0.999,-0.244,-89.355,328.735,-55.969
0.378,-1.082,-0.275,-87.341,288.452,-47.058
0.420,-1.088,-0.252,-82.825,248.840,-37.048
0.401,-1.124,-0.285,-81.116,208.557,-23.010
0.326,-1.068,-0.256,-85.754,177.490,-17.822
0.255,-1.044,-0.228,-91.248,154.846,-14.160
0.240,-1.034,-0.166,-98.328,137.756,-7.324
0.251,-1.013,-0.110,-100.647,125.000,-0.122
0.260,-0.986,-0.032,-97.473,116.272,4.028
0.244,-0.981,-0.025,-91.492,106.750,6.287
0.244,-0.982,0.006,-87.280,100.037,8.728
0.245,-0.984,0.034,-86.609,94.543,8.606
0.260,-0.878,0.089,-85.815,90.698,7.690
0.274,-0.925,0.103,-82.520,82.214,9.583
0.282,-0.937,0.108,-71.777,70.007,11.597
0.252,-0.957,0.082,-54.443,57.434,9.705
0.230,-0.967,0.040,-32.654,46.570,4.578
0.223,-0.977,0.007,-18.799,41.138,-0.732
0.220,-0.988,0.014,-14.648,39.612,-4.700
0.226,-0.981,0.052,-15.503,39.856,-7.019
0.222,-0.963,0.083,-15.930,37.598,-9.521
0.219,-0.988,0.100,-10.925,32.837,-9.399
0.213,-0.923,0.098,-5.066,26.917,-9.888
0.182,-0.953,0.074,5.005,21.484,-9.338
0.149,-0.997,0.032,13.672,15.930,-6.897
0.120,-1.001,-0.000,15.686,11.353,-4.761
0.105,-1.019,-0.023,15.198,8.911,-1.221
