aX,aY,aZ,gX,gY,gZ
0.013,-0.940,-0.249,-3.967,5.188,-2.197
0.028,-0.956,-0.286,-3.113,7.690,-3.113
0.025,-0.965,-0.321,-0.122,8.667,-3.052
0.015,-0.977,-0.351,3.479,9.094,-2.258
0.014,-0.987,-0.368,5.432,9.399,-1.038
0.020,-1.001,-0.379,5.127,8.545,-0.488
0.010,-1.005,-0.380,2.747,5.554,-1.099
0.004,-1.019,-0.377,0.488,3.601,-1.770
0.011,-1.042,-0.392,-1.221,4.395,-1.465
0.034,-1.056,-0.402,-2.869,5.432,-0.610
0.046,-1.048,-0.409,-3.479,5.371,0.244
0.044,-1.033,-0.417,-2.319,4.089,1.221
0.043,-1.035,-0.421,0.183,4.211,2.136
0.032,-1.036,-0.419,0.732,3.723,2.136
0.027,-1.049,-0.391,-1.343,2.502,1.221
0.008,-1.056,-0.372,-5.249,0.793,-0.671
0.003,-1.074,-0.360,-9.155,-0.366,-2.014
0.004,-1.084,-0.349,-11.230,-0.122,-2.197
0.003,-1.089,-0.338,-11.902,-0.061,-1.770
0.005,-1.083,-0.333,-11.719,0.610,-1.282
0.010,-1.082,-0.339,-11.169,1.709,-0.671
0.004,-1.085,-0.354,-11.719,2.075,-1.038
0.000,-1.104,-0.357,-14.282,2.136,-1.892
-0.006,-1.122,-0.350,-17.517,1.343,-2.808
-0.005,-1.143,-0.345,-19.836,1.465,-2.625
-0.006,-1.146,-0.344,-21.179,1.587,-1.404
-0.003,-1.133,-0.343,-20.996,1.770,0.610
0.002,-1.104,-0.339,-19.958,1.831,3.113
0.012,-1.069,-0.334,-18.433,1.587,4.944
0.016,-1.041,-0.320,-18.005,1.282,5.554
0.016,-1.021,-0.301,-19.409,0.854,4.883
0.012,-1.003,-0.283,-22.949,0.793,3.357
0.011,-1.001,-0.275,-26.794,1.648,1.282
0.012,-1.006,-0.272,-29.907,2.502,-0.732
0.013,-1.021,-0.276,-31.982,3.296,-2.319
0.013,-1.028,-0.289,-31.982,4.028,-2.197
0.019,-1.038,-0.293,-30.945,3.967,-1.709
0.022,-1.040,-0.288,-30.151,2.441,-0.854
0.027,-1.031,-0.281,-28.748,1.404,0.671
0.026,-1.013,-0.270,-27.161,0.916,2.014
0.025,-1.004,-0.253,-25.452,0.305,2.930
0.020,-0.996,-0.242,-25.269,0.183,3.174
0.022,-0.981,-0.248,-26.062,1.282,3.113
0.023,-0.967,-0.261,-27.100,2.319,2.686
0.026,-0.967,-0.257,-27.649,2.197,1.648
0.023,-0.982,-0.233,-28.442,1.099,0.122
0.015,-1.003,-0.221,-28.687,0.488,-0.977
0.016,-1.029,-0.213,-29.480,1.221,-1.343
0.016,-1.041,-0.207,-31.189,1.282,-1.099
0.016,-1.044,-0.203,-31.372,1.343,0.122
0.016,-1.033,-0.208,-30.396,2.258,2.014
0.020,-1.023,-0.217,-28.503,2.441,3.601
0.019,-1.021,-0.208,-26.611,2.014,4.456
0.017,-1.025,-0.193,-25.635,0.977,4.822
0.015,-1.024,-0.190,-25.024,1.343,4.944
0.018,-1.030,-0.190,-25.085,2.258,5.493
0.021,-1.038,-0.189,-26.428,2.563,5.188
0.027,-1.048,-0.193,-27.283,2.930,5.310
0.032,-1.052,-0.198,-27.466,3.113,6.042
0.038,-1.050,-0.205,-26.367,2.808,7.263
0.042,-1.038,-0.217,-23.865,2.075,9.277
0.037,-1.024,-0.213,-20.142,1.038,11.353
0.035,-1.015,-0.195,-17.212,-0.977,12.512
0.032,-1.014,-0.181,-15.076,-1.953,12.817
0.035,-1.017,-0.170,-13.428,-2.197,13.306
0.037,-1.025,-0.152,-13.306,-2.380,13.489
0.034,-1.011,-0.137,-15.137,-1.831,12.817
0.035,-1.000,-0.137,-17.822,-0.732,12.024
0.038,-1.001,-0.129,-19.775,0.549,10.925
0.035,-1.007,-0.120,-21.484,0.977,9.216
0.034,-1.006,-0.120,-23.743,1.709,7.812
0.036,-1.013,-0.117,-24.536,2.563,7.202
0.032,-1.027,-0.118,-24.536,2.441,6.958
0.033,-1.040,-0.119,-23.804,2.563,7.446
0.041,-1.046,-0.122,-22.461,2.441,8.667
0.045,-1.038,-0.127,-20.264,2.319,10.498
0.050,-1.030,-0.126,-17.578,2.014,12.329
0.052,-1.018,-0.120,-15.625,1.404,13.611
0.049,-1.000,-0.104,-15.442,1.099,13.855
0.044,-0.986,-0.077,-16.174,0.854,13.123
0.047,-0.990,-0.055,-17.883,2.136,12.085
0.052,-0.983,-0.050,-22.888,4.395,10.376
0.063,-0.964,-0.057,-27.344,6.775,8.545
0.069,-0.949,-0.076,-29.114,8.789,7.141
0.075,-0.950,-0.094,-29.785,9.766,5.432
0.079,-0.970,-0.108,-29.175,9.521,3.967
0.082,-0.996,-0.106,-29.175,8.423,3.174
0.078,-1.000,-0.104,-28.931,7.324,3.479
0.086,-1.000,-0.104,-27.466,6.470,4.761
0.091,-0.991,-0.106,-25.024,5.554,6.226
0.087,-0.977,-0.102,-22.705,4.150,7.507

-0.354,-2.326,0.216,98.755,-59.021,-43.396
-0.360,-2.360,0.260,113.464,-50.598,-20.752
-0.368,-2.321,0.261,122.559,-38.696,-1.221
-0.334,-2.302,0.207,121.826,-24.963,12.878
-0.298,-2.267,0.111,110.962,-11.108,21.057
-0.267,-2.198,0.015,92.468,-1.770,25.085
-0.211,-2.156,-0.085,70.557,4.028,26.428
-0.160,-2.102,-0.164,52.307,7.568,28.076
-0.107,-2.056,-0.201,42.908,7.629,33.203
-0.078,-1.984,-0.187,39.063,4.883,40.283
-0.054,-1.857,-0.157,37.048,2.625,48.401
-0.040,-1.698,-0.146,36.011,3.845,55.786
-0.018,-1.534,-0.171,35.339,7.568,60.791
-0.005,-1.391,-0.222,32.532,11.047,62.317
0.013,-1.271,-0.283,27.405,13.672,60.669
0.031,-1.169,-0.319,19.531,14.160,56.030
0.045,-1.077,-0.307,8.911,10.742,48.706
0.047,-1.004,-0.271,-1.770,6.897,39.612
0.053,-0.985,-0.243,-9.888,6.042,30.151
0.066,-0.977,-0.222,-16.235,6.348,21.301
0.078,-0.947,-0.226,-21.851,7.324,14.343
0.089,-0.911,-0.238,-23.804,8.362,9.094
0.091,-0.876,-0.235,-20.203,8.118,4.761
0.081,-0.844,-0.206,-12.939,6.348,0.549
0.059,-0.847,-0.169,-5.859,5.188,-4.456
0.037,-0.901,-0.159,-2.441,5.432,-9.888
0.022,-0.952,-0.176,-5.981,6.714,-15.930
0.032,-0.983,-0.201,-13.245,7.019,-20.813
0.040,-1.014,-0.192,-18.860,5.066,-24.170
0.042,-1.044,-0.174,-20.081,2.258,-25.574
0.045,-1.063,-0.161,-18.250,1.892,-24.780
0.048,-1.069,-0.164,-15.259,2.625,-23.315
0.049,-1.074,-0.175,-11.353,3.296,-21.423
0.047,-1.072,-0.184,-7.690,4.089,-19.897
0.040,-1.075,-0.186,-5.249,3.662,-19.653
0.030,-1.097,-0.177,-3.723,2.747,-20.691
0.015,-1.143,-0.159,-5.005,1.587,-22.522
-0.000,-1.189,-0.153,-9.583,0.549,-24.231
-0.009,-1.216,-0.148,-15.869,0.977,-24.719
-0.005,-1.238,-0.149,-20.813,2.319,-23.376
-0.000,-1.243,-0.152,-22.034,3.601,-20.813
0.000,-1.231,-0.148,-19.287,4.395,-16.602
0.000,-1.206,-0.143,-14.282,4.944,-12.268
0.000,-1.178,-0.136,-10.193,5.737,-8.972
-0.001,-1.152,-0.133,-8.789,6.531,-7.263
-0.002,-1.121,-0.136,-10.071,7.446,-7.446
-0.009,-1.099,-0.146,-12.512,7.996,-8.728
-0.016,-1.098,-0.174,-14.893,9.338,-10.010
-0.011,-1.116,-0.194,-17.273,10.437,-9.949
-0.011,-1.109,-0.188,-20.996,9.094,-9.338
-0.026,-1.102,-0.165,-22.217,7.202,-7.568
-0.001,-1.103,-0.168,-18.494,7.141,-4.028
0.007,-1.001,-0.200,-12.634,9.033,-0.366
0.006,-0.964,-0.159,-11.658,7.996,-0.488
-0.006,-1.029,-0.132,-12.634,5.310,-2.747
-0.014,-1.040,-0.135,-12.146,6.531,-3.296
-0.021,-1.004,-0.136,-10.620,8.545,-2.258
-0.018,-1.007,-0.150,-13.245,9.094,-2.991
-0.006,-1.027,-0.164,-16.846,9.277,-3.967
-0.009,-1.017,-0.183,-14.771,9.155,-2.930
-0.006,-1.005,-0.203,-11.963,8.606,-0.854
-0.000,-1.007,-0.199,-11.292,7.324,0.366
-0.007,-0.997,-0.182,-11.475,4.517,1.343
-0.014,-0.977,-0.161,-11.047,3.235,2.258
-0.013,-0.968,-0.136,-11.047,2.930,2.197
-0.014,-0.967,-0.114,-10.986,3.052,1.404
-0.014,-0.969,-0.104,-10.498,3.662,0.549
-0.015,-0.984,-0.107,-8.545,5.127,0.610
-0.014,-0.998,-0.116,-5.737,6.714,1.221
-0.019,-0.992,-0.131,-4.822,7.080,2.258
-0.021,-0.963,-0.138,-6.958,6.531,3.235
-0.018,-0.954,-0.133,-9.888,6.165,2.991
-0.014,-0.960,-0.112,-11.536,5.493,1.587
-0.022,-0.969,-0.102,-12.390,4.761,0.793
-0.010,-0.992,-0.113,-12.817,5.798,0.427
0.001,-0.985,-0.126,-11.902,6.836,1.282
0.011,-0.963,-0.137,-9.033,5.432,2.502
0.017,-0.960,-0.135,-1.953,3.784,4.333
0.010,-0.975,-0.116,6.104,1.953,5.859
-0.005,-0.994,-0.105,10.986,0.183,6.775
-0.021,-1.016,-0.095,11.841,0.183,7.568
-0.024,-1.028,-0.081,8.667,1.160,7.874
-0.028,-1.007,-0.072,2.991,2.197,8.179
-0.015,-0.992,-0.080,-1.892,4.333,8.057
-0.004,-0.992,-0.096,-3.235,6.775,7.568
0.003,-1.003,-0.098,-2.869,6.714,6.775
-0.001,-1.011,-0.099,-2.502,5.981,6.165
0.000,-1.013,-0.100,-2.319,6.287,5.981
0.006,-1.021,-0.105,-2.258,6.897,5.920
0.008,-1.020,-0.115,-1.160,6.775,6.897
0.004,-1.027,-0.120,0.671,6.042,8.240
0.002,-1.040,-0.114,2.380,5.249,9.521
-0.001,-1.039,-0.101,1.770,4.150,10.681
0.004,-1.029,-0.100,0.488,4.272,11.169
0.010,-1.024,-0.098,-0.122,5.432,11.292
0.015,-1.028,-0.100,-1.343,5.249,10.376
0.016,-1.031,-0.102,-2.930,5.005,9.338
0.013,-1.043,-0.102,-3.906,5.005,8.240
0.018,-1.064,-0.102,-4.822,4.700,7.385
0.007,-1.060,-0.095,-6.042,4.089,7.446
0.014,-1.056,-0.095,-5.737,4.089,8.545
0.023,-1.056,-0.099,-3.601,5.066,9.766
0.024,-1.050,-0.107,-1.343,4.883,10.925
0.028,-1.047,-0.127,0.427,4.272,12.085
0.031,-1.036,-0.130,0.916,4.333,12.695
0.032,-1.022,-0.129,0.244,3.418,12.878
0.034,-1.017,-0.119,0.000,2.686,12.756
0.034,-1.023,-0.111,-1.099,2.502,11.536
0.040,-1.039,-0.108,-1.770,2.441,10.498
0.041,-1.039,-0.124,-2.075,2.258,9.644
0.055,-1.055,-0.134,-1.343,2.197,9.460
0.058,-1.068,-0.141,3.357,0.549,10.742
0.056,-1.079,-0.141,8.972,-1.892,13.184
0.048,-1.082,-0.127,13.306,-4.395,15.564
0.046,-1.072,-0.112,15.137,-6.348,18.066
0.040,-1.052,-0.100,17.090,-6.775,20.508
0.046,-1.042,-0.096,18.005,-6.287,21.545
0.042,-1.030,-0.081,15.381,-6.226,20.447
0.035,-1.017,-0.073,12.207,-5.432,18.799

-0.339,-2.338,-0.462,-0.610,18.738,-126.343
-0.240,-2.549,-0.475,40.894,-2.014,-93.689
-0.267,-2.623,-0.352,85.388,-31.860,-60.486
-0.345,-2.588,-0.119,122.375,-51.697,-27.832
-0.344,-2.475,0.073,145.996,-51.575,1.282
-0.337,-2.306,0.154,144.531,-39.734,18.555
-0.347,-2.168,0.100,126.526,-23.376,23.254
-0.318,-2.132,-0.014,95.093,-5.920,15.381
-0.277,-2.169,-0.156,53.223,6.531,2.502
-0.220,-2.188,-0.329,18.860,17.273,-3.418
-0.140,-2.157,-0.478,0.488,25.208,0.854
-0.084,-2.078,-0.579,0.549,24.109,12.939
-0.024,-1.965,-0.581,13.855,14.160,29.419
-0.029,-1.810,-0.526,33.020,1.648,44.678
-0.052,-1.655,-0.431,46.265,-8.240,56.274
-0.071,-1.474,-0.336,46.997,-12.512,62.378
-0.069,-1.300,-0.281,37.964,-10.742,62.317
-0.055,-1.164,-0.242,24.353,-7.263,56.213
-0.038,-1.072,-0.209,10.315,-5.249,46.814
-0.028,-1.016,-0.196,-1.099,-3.540,36.926
-0.006,-0.995,-0.198,-7.996,-0.854,28.564
0.006,-0.969,-0.197,-9.949,0.427,23.621
0.010,-0.925,-0.193,-8.118,0.183,21.484
0.023,-0.895,-0.206,-5.188,-0.183,19.958
0.017,-0.866,-0.214,-1.770,-0.854,18.555
0.010,-0.845,-0.211,0.732,-2.136,16.357
0.011,-0.841,-0.217,0.427,-1.953,13.184
0.021,-0.849,-0.233,-1.526,-0.732,9.521
0.033,-0.850,-0.242,-4.944,-0.122,5.615
0.043,-0.863,-0.243,-5.920,-0.244,1.953
0.053,-0.890,-0.235,-4.456,-0.305,-0.977
0.055,-0.912,-0.230,-1.831,0.000,-2.991
0.054,-0.936,-0.229,0.916,0.854,-4.089
0.050,-0.953,-0.248,3.235,1.892,-4.395
0.049,-0.959,-0.279,4.272,2.991,-4.089
0.055,-0.951,-0.319,4.028,3.418,-3.357
0.054,-0.941,-0.335,4.028,2.319,-3.113
0.052,-0.947,-0.331,4.944,-0.305,-3.479
0.039,-0.963,-0.307,5.493,-2.930,-4.395
0.031,-0.989,-0.290,4.578,-4.211,-5.249
0.032,-1.007,-0.284,2.258,-3.479,-5.554
0.039,-1.013,-0.296,0.122,-1.831,-5.249
0.046,-1.001,-0.324,0.366,-0.488,-3.723
0.055,-0.989,-0.344,3.662,-0.061,-1.709
0.048,-0.983,-0.348,8.484,-1.404,-0.549
0.035,-0.988,-0.340,12.085,-3.540,-0.244
0.026,-0.997,-0.320,12.939,-4.883,-0.183
0.012,-1.003,-0.309,11.902,-5.615,-0.793
0.008,-1.017,-0.294,9.521,-5.188,-1.160
0.004,-1.020,-0.281,6.348,-5.188,-1.831
0.004,-1.035,-0.271,4.700,-4.822,-2.380
0.003,-1.055,-0.271,4.150,-3.357,-2.563
0.003,-1.075,-0.279,3.845,-2.380,-2.441
0.010,-1.088,-0.285,4.028,-1.160,-1.831
0.010,-1.103,-0.291,5.249,-0.854,-0.977
0.007,-1.117,-0.297,6.531,-1.099,-0.366
0.008,-1.133,-0.293,6.836,-1.160,0.061
0.004,-1.150,-0.288,6.348,-1.892,0.427
0.001,-1.171,-0.284,5.493,-2.136,1.343
0.001,-1.178,-0.286,3.662,-2.258,2.441
0.005,-1.170,-0.283,0.671,-2.014,4.150
0.008,-1.154,-0.279,-1.648,-1.831,5.737
0.017,-1.142,-0.280,-2.380,-1.160,7.080
0.026,-1.125,-0.289,-2.258,-0.183,8.240
0.032,-1.108,-0.295,-1.770,0.488,9.155
0.037,-1.089,-0.295,-0.671,0.427,9.766
0.042,-1.073,-0.286,1.343,-0.122,10.132
0.048,-1.056,-0.284,3.662,-0.122,10.498
0.040,-1.039,-0.299,6.287,-0.061,10.498
0.032,-1.021,-0.292,6.165,-0.793,10.315
0.038,-1.003,-0.279,2.747,-0.610,9.766
0.047,-0.985,-0.278,-1.648,0.366,8.606
0.050,-0.961,-0.281,-5.737,1.526,6.714
0.058,-0.956,-0.288,-7.935,2.625,4.578
0.056,-0.965,-0.287,-9.094,2.441,2.563
0.057,-0.977,-0.297,-10.925,2.441,0.732
0.063,-0.987,-0.314,-10.559,2.808,0.366
0.065,-0.983,-0.337,-9.705,2.319,1.221
0.071,-0.968,-0.341,-7.996,0.916,2.441
0.072,-0.977,-0.318,-3.906,-1.892,3.906
0.058,-0.974,-0.288,-1.038,-4.150,4.944
0.056,-0.982,-0.270,-0.793,-4.211,5.615
0.056,-0.978,-0.260,-2.014,-3.174,6.042
0.058,-0.964,-0.261,-5.127,-1.953,5.737
0.051,-0.952,-0.265,-7.507,-0.793,4.639
0.051,-0.953,-0.263,-9.827,-0.244,2.502
0.047,-0.973,-0.245,-12.329,0.488,0.305
0.051,-0.975,-0.250,-15.503,1.587,-1.526
0.066,-0.962,-0.279,-17.944,3.723,-2.563
0.079,-0.975,-0.293,-16.541,4.333,-2.930
0.083,-0.987,-0.308,-13.306,2.563,-2.625
0.082,-0.999,-0.314,-10.193,0.854,-1.404
0.075,-1.001,-0.309,-6.531,-1.038,0.610
0.065,-1.010,-0.283,-4.089,-3.174,2.197
0.060,-1.000,-0.271,-3.540,-4.089,3.235
0.057,-0.990,-0.262,-3.113,-2.869,4.395
0.065,-0.982,-0.266,-4.272,-2.197,4.150
0.067,-0.976,-0.270,-3.784,-1.648,3.723
0.072,-0.984,-0.267,-1.282,-1.892,3.723
0.072,-0.988,-0.256,0.854,-1.953,3.784
0.084,-0.990,-0.257,1.831,-2.197,3.357
0.080,-0.989,-0.256,3.540,-2.747,2.930
0.075,-1.001,-0.259,3.906,-3.540,2.136
0.061,-1.029,-0.260,4.333,-3.845,2.869
0.053,-1.045,-0.261,1.648,-3.723,4.944
0.055,-1.029,-0.262,-3.784,-2.258,7.996
0.064,-0.998,-0.266,-8.850,-1.282,9.766
0.077,-0.978,-0.275,-10.803,-1.160,10.498
0.081,-0.972,-0.275,-9.949,-1.465,10.681
0.084,-0.972,-0.262,-7.874,-2.625,10.742
0.084,-0.983,-0.231,-6.714,-3.540,10.803
0.081,-0.975,-0.213,-6.775,-3.723,11.230
0.077,-0.961,-0.210,-6.714,-2.441,11.353
0.083,-0.961,-0.219,-8.423,-1.099,10.437
0.085,-0.970,-0.224,-10.559,-0.732,9.033
0.079,-0.977,-0.226,-12.024,-0.793,7.935
0.078,-0.992,-0.226,-14.343,-0.610,6.592
0.083,-1.002,-0.234,-16.479,0.000,5.127
0.089,-1.012,-0.236,-17.212,0.305,4.395

-0.780,-2.128,-0.357,2.075,30.090,-219.849
-0.691,-2.549,-0.431,8.057,30.090,-192.749
-0.705,-2.750,-0.516,24.963,22.522,-159.119
-0.571,-2.893,-0.527,48.645,16.846,-117.615
-0.501,-2.820,-0.524,72.388,6.653,-74.280
-0.484,-2.644,-0.523,99.426,-4.028,-34.668
-0.530,-2.507,-0.430,124.146,-8.789,-6.287
-0.603,-2.502,-0.274,123.047,-14.099,3.357
-0.633,-2.566,-0.201,88.806,-9.888,-0.122
-0.560,-2.574,-0.314,38.757,12.085,-2.747
-0.415,-2.492,-0.538,-3.723,35.950,0.366
-0.272,-2.373,-0.748,-24.353,42.786,9.644
-0.200,-2.230,-0.811,-16.907,32.410,25.208
-0.185,-2.088,-0.748,7.141,12.451,45.044
-0.218,-1.887,-0.626,29.419,-3.845,64.880
-0.221,-1.631,-0.538,41.443,-9.888,81.177
-0.192,-1.354,-0.498,41.016,-8.301,89.294
-0.163,-1.110,-0.474,31.799,-7.446,86.609
-0.137,-0.960,-0.425,18.311,-7.935,75.806
-0.117,-0.876,-0.353,3.296,-7.507,60.242
-0.109,-0.840,-0.295,-10.498,-6.531,43.701
-0.096,-0.829,-0.270,-22.278,-4.150,29.358
-0.088,-0.823,-0.277,-27.161,-1.709,18.677
-0.093,-0.818,-0.273,-26.123,-1.831,11.047
-0.108,-0.824,-0.245,-21.301,-3.296,5.798
-0.131,-0.842,-0.223,-15.503,-4.028,2.075
-0.147,-0.871,-0.220,-12.329,-3.052,-0.977
-0.156,-0.926,-0.210,-12.573,-1.343,-4.150
-0.164,-0.971,-0.215,-16.602,0.305,-6.897
-0.143,-1.015,-0.240,-21.667,3.540,-8.911
-0.136,-1.045,-0.267,-23.926,5.188,-9.094
-0.126,-1.073,-0.297,-22.095,4.822,-7.019
-0.117,-1.116,-0.312,-16.968,3.662,-3.052
-0.120,-1.102,-0.310,-12.329,1.343,3.235
-0.106,-1.051,-0.320,-8.972,0.732,10.010
-0.092,-1.009,-0.328,-4.883,0.916,14.832
-0.087,-1.001,-0.326,-2.563,-0.793,16.785
-0.098,-0.993,-0.321,-2.869,-1.770,16.785
-0.092,-1.008,-0.322,-5.005,-1.648,16.113
-0.090,-1.034,-0.314,-8.179,-1.282,14.893
-0.085,-1.045,-0.315,-11.841,-0.610,14.648
-0.073,-1.031,-0.333,-14.038,0.977,15.686
-0.050,-1.015,-0.355,-12.207,1.404,17.883
-0.037,-0.991,-0.353,-9.033,-0.366,19.043
-0.040,-0.973,-0.331,-6.287,-2.930,18.860
-0.042,-0.971,-0.317,-4.089,-4.333,18.433
-0.044,-0.981,-0.321,-4.211,-3.479,17.334
-0.043,-0.989,-0.328,-6.287,-3.174,15.747
-0.045,-0.987,-0.333,-7.996,-3.845,14.404
-0.045,-0.979,-0.324,-7.568,-4.517,13.977
-0.041,-0.985,-0.314,-5.005,-5.005,14.099
-0.040,-0.992,-0.311,-1.770,-5.066,14.343
-0.040,-1.001,-0.306,-0.793,-5.066,14.160
-0.036,-1.012,-0.307,-1.282,-5.127,14.099
-0.036,-1.008,-0.298,-3.113,-5.066,13.855
-0.034,-0.990,-0.306,-4.944,-4.761,13.977
-0.028,-0.977,-0.318,-3.540,-4.333,14.954
-0.023,-0.965,-0.311,-1.343,-5.188,14.709
-0.033,-0.986,-0.301,0.916,-6.775,13.306
-0.035,-1.007,-0.297,3.113,-7.019,12.695
-0.042,-1.026,-0.289,3.235,-7.080,12.451
-0.051,-1.031,-0.273,0.854,-7.263,12.207
-0.043,-1.010,-0.260,-3.662,-6.836,11.597
-0.054,-0.982,-0.266,-7.446,-6.165,9.888
-0.057,-1.056,-0.236,-6.897,-5.432,6.409
-0.045,-1.063,-0.258,-10.254,-2.808,5.798
-0.030,-1.007,-0.282,-15.076,0.000,6.714
-0.014,-0.998,-0.317,-17.090,1.648,7.568
-0.012,-1.020,-0.317,-13.977,-0.549,8.484
-0.023,-1.022,-0.289,-12.939,-3.845,8.545
-0.023,-1.014,-0.262,-13.855,-4.700,9.216
-0.020,-0.999,-0.246,-15.503,-3.479,9.644
-0.017,-1.001,-0.241,-17.578,-2.563,8.850
-0.021,-1.013,-0.225,-19.043,-2.014,7.446
-0.023,-1.012,-0.214,-21.423,-1.343,6.104
-0.016,-1.013,-0.222,-23.743,0.305,4.761
-0.020,-1.006,-0.223,-23.682,0.732,3.113
-0.015,-1.028,-0.229,-21.729,1.648,2.258
-0.017,-1.055,-0.228,-18.738,1.892,2.258
-0.017,-1.073,-0.247,-15.747,1.587,4.333
-0.008,-1.075,-0.264,-12.451,2.441,7.874
0.001,-1.048,-0.269,-10.803,2.502,10.681
0.014,-1.026,-0.261,-8.850,0.549,12.329
0.006,-1.027,-0.236,-6.470,-1.831,11.963
0.050,-0.937,-0.217,-5.981,-4.456,10.681
-0.031,-1.069,-0.228,-4.822,-7.996,8.545
-0.038,-1.026,-0.215,-10.681,-3.662,8.911
-0.000,-1.027,-0.233,-14.038,2.991,11.169
0.001,-1.020,-0.253,-16.602,2.869,11.047
0.005,-1.000,-0.249,-19.897,2.014,9.644
0.015,-1.000,-0.222,-20.691,0.671,8.789
0.012,-1.001,-0.201,-21.362,-1.770,7.568
0.002,-0.998,-0.196,-23.193,-1.770,6.226
0.003,-0.999,-0.201,-24.658,0.671,5.432
0.014,-1.001,-0.207,-25.879,2.136,5.249
0.017,-0.987,-0.206,-26.672,1.587,5.249
0.018,-1.000,-0.204,-25.574,0.183,5.676
0.020,-0.975,-0.185,-23.193,-0.916,7.629
0.033,-0.988,-0.193,-18.738,-3.723,9.949
0.041,-0.911,-0.162,-15.381,-4.639,10.681
0.029,-0.944,-0.155,-10.193,-3.967,10.132
0.033,-0.988,-0.165,-7.629,-4.822,9.338
0.003,-0.987,-0.157,-7.874,-4.639,7.568
0.017,-1.003,-0.167,-9.705,-3.601,7.629
0.017,-0.990,-0.146,-13.733,-1.282,7.263
0.022,-0.990,-0.142,-15.015,-0.549,6.897
0.019,-0.991,-0.126,-16.541,0.122,5.920
0.016,-0.998,-0.118,-18.799,1.343,4.883
0.021,-1.001,-0.129,-21.545,2.930,4.089
0.031,-1.000,-0.143,-23.987,5.432,3.174
0.039,-0.992,-0.161,-25.574,6.531,2.686
0.044,-0.998,-0.166,-24.902,5.615,3.052
0.040,-1.000,-0.162,-23.682,3.967,3.601
0.041,-1.004,-0.144,-22.095,1.831,4.517
0.038,-1.009,-0.113,-20.691,0.000,5.371
0.037,-1.017,-0.092,-19.348,-0.305,6.470
0.039,-1.021,-0.090,-19.653,1.404,7.202
0.045,-1.013,-0.102,-21.118,3.296,7.629
0.047,-0.997,-0.103,-22.827,4.089,7.324

-0.464,-2.210,-0.271,55.725,-33.264,-97.351
-0.518,-2.306,-0.153,78.064,-44.617,-66.711
-0.473,-2.352,-0.129,97.046,-44.739,-37.476
-0.474,-2.334,-0.108,109.314,-39.124,-12.878
-0.421,-2.355,-0.097,115.234,-28.015,4.028
-0.451,-2.340,-0.094,99.243,-25.757,8.728
-0.433,-2.367,-0.083,75.928,-19.226,10.437
-0.371,-2.379,-0.057,52.673,-9.644,13.977
-0.326,-2.303,-0.093,35.583,-3.418,21.484
-0.272,-2.177,-0.157,29.663,1.282,34.058
-0.211,-2.044,-0.168,33.875,3.113,47.974
-0.178,-1.872,-0.151,40.100,0.916,59.448
-0.154,-1.676,-0.132,45.593,0.305,65.796
-0.131,-1.513,-0.142,48.767,3.601,68.604
-0.118,-1.396,-0.181,44.861,6.653,65.063
-0.115,-1.306,-0.232,35.278,8.057,57.251
-0.102,-1.244,-0.261,23.315,10.071,48.096
-0.083,-1.198,-0.285,7.874,11.719,37.659
-0.054,-1.175,-0.302,-2.930,11.902,28.503
-0.035,-1.173,-0.299,-7.141,10.132,21.729
-0.043,-1.165,-0.285,-7.019,7.080,17.029
-0.022,-1.128,-0.260,-3.540,5.615,14.465
-0.019,-1.076,-0.257,-0.977,6.042,13.733
-0.011,-1.047,-0.255,2.197,6.592,11.841
-0.027,-1.016,-0.247,4.456,5.615,8.179
-0.034,-1.008,-0.257,3.601,4.578,3.418
-0.039,-1.034,-0.224,0.366,3.967,-1.892
-0.054,-1.045,-0.176,-5.737,2.014,-6.775
-0.047,-1.056,-0.158,-11.536,3.540,-10.132
-0.027,-1.057,-0.175,-14.221,6.958,-11.719
-0.011,-1.067,-0.202,-12.207,8.179,-11.353
-0.001,-1.071,-0.217,-8.728,7.568,-9.766
-0.001,-1.044,-0.229,-5.066,6.409,-6.958
-0.000,-1.000,-0.255,-1.648,6.104,-4.150
0.016,-0.974,-0.275,1.282,6.714,-1.831
0.023,-0.956,-0.295,2.686,6.226,-1.648
0.013,-0.946,-0.301,4.456,4.028,-2.441
0.011,-0.957,-0.307,5.310,3.418,-3.174
0.021,-0.972,-0.309,5.127,3.784,-3.784
0.022,-0.969,-0.312,3.967,2.991,-3.845
0.021,-0.964,-0.308,4.089,1.770,-2.747
0.018,-0.953,-0.300,5.188,0.977,-1.404
0.007,-0.924,-0.306,6.287,0.427,-0.244
0.026,-0.926,-0.313,7.507,0.916,0.244
0.011,-0.918,-0.307,7.568,-0.244,-1.343
-0.005,-0.924,-0.297,7.690,-2.197,-3.174
-0.015,-0.961,-0.296,7.263,-2.258,-4.883
-0.032,-0.988,-0.298,6.226,-3.174,-6.104
-0.040,-1.039,-0.274,4.639,-4.333,-6.958
-0.056,-1.079,-0.245,3.845,-5.676,-6.897
-0.059,-1.109,-0.229,3.174,-5.127,-5.981
-0.060,-1.113,-0.229,2.258,-3.662,-4.517
-0.064,-1.107,-0.241,2.380,-2.441,-2.930
-0.065,-1.112,-0.244,2.930,-2.197,-2.319
-0.073,-1.127,-0.234,3.479,-2.563,-2.014
