aX,aY,aZ,gX,gY,gZ
-0.454,-0.950,-0.458,-40.649,22.217,-11.536
-0.259,-0.841,-0.490,-42.480,6.775,-16.907
-0.086,-0.819,-0.507,-30.884,-9.399,-29.236
0.044,-0.930,-0.479,-5.920,-28.625,-41.748
0.121,-1.101,-0.424,15.503,-47.974,-51.025
0.144,-1.254,-0.309,26.489,-64.087,-54.443
0.155,-1.337,-0.148,31.555,-76.233,-50.720
0.118,-1.357,-0.026,32.776,-84.290,-40.649
0.083,-1.384,0.111,34.424,-83.923,-26.794
0.100,-1.385,0.175,33.691,-76.599,-11.902
0.152,-1.324,0.164,29.419,-70.007,2.441
0.170,-1.231,0.084,21.973,-65.552,12.756
0.173,-1.119,0.012,14.404,-60.913,16.113
0.169,-1.070,-0.038,14.465,-59.692,15.930
0.113,-1.028,-0.079,13.977,-63.049,12.878
0.041,-1.011,-0.044,10.315,-65.002,8.789
0.017,-1.006,-0.010,9.583,-65.552,7.568
-0.069,-1.026,-0.024,5.676,-65.063,8.240
-0.141,-1.011,0.047,2.869,-63.354,10.803
-0.155,-0.995,0.114,-1.892,-59.082,17.517
-0.172,-0.915,0.088,-10.803,-52.002,23.376
-0.110,-0.848,0.040,-13.245,-50.903,25.574
-0.093,-0.822,-0.011,-6.836,-50.659,22.461
-0.084,-0.820,-0.100,-2.319,-48.523,16.235
-0.093,-0.827,-0.181,0.610,-48.157,7.874
-0.088,-0.844,-0.204,5.432,-51.575,2.319
-0.082,-0.871,-0.182,9.094,-57.495,0.366
-0.137,-0.997,-0.216,15.137,-62.378,4.211
-0.165,-1.009,-0.162,16.724,-63.599,7.568
-0.153,-1.016,-0.002,5.310,-59.570,7.141
-0.149,-1.027,0.092,-5.249,-50.903,5.920
-0.114,-1.001,0.074,-7.568,-38.635,5.005
-0.032,-0.988,0.013,-4.089,-32.349,4.944
0.043,-1.001,-0.088,2.747,-31.921,4.517
0.097,-0.961,-0.175,10.620,-33.508,1.892
0.135,-0.974,-0.228,17.090,-38.574,0.488
0.063,-1.058,-0.322,22.034,-46.143,2.991
0.018,-1.057,-0.348,29.602,-52.002,5.981
0.077,-1.050,-0.290,38.452,-61.279,12.085
-0.004,-1.052,-0.164,39.673,-75.562,17.273
-0.036,-1.058,0.006,36.682,-77.454,18.616
-0.026,-1.047,0.023,33.447,-67.688,18.982
0.062,-1.029,-0.100,26.062,-62.073,17.334
0.099,-1.009,-0.217,17.639,-66.101,13.916
0.044,-0.986,-0.291,16.663,-75.073,10.742
-0.161,-1.046,-0.326,20.203,-82.886,10.803
-0.136,-1.060,-0.113,28.931,-83.069,11.658
-0.130,-1.106,0.090,34.485,-76.721,13.855
-0.100,-1.104,0.141,22.644,-65.125,14.038
-0.035,-1.050,0.082,8.606,-58.960,10.986
-0.011,-1.013,0.013,4.578,-56.702,7.385
0.045,-0.974,-0.062,7.751,-53.223,4.578
0.089,-0.984,-0.164,12.268,-51.086,0.854
0.134,-0.994,-0.243,17.212,-53.406,-5.005
0.058,-0.984,-0.203,19.104,-60.669,-9.399
0.024,-1.005,-0.135,16.907,-65.247,-8.362
-0.003,-0.993,-0.107,14.465,-62.744,-4.944
-0.020,-0.972,-0.037,16.174,-59.204,-4.333
-0.029,-0.970,-0.012,18.860,-55.908,-5.798
-0.008,-0.976,-0.067,20.569,-52.795,-8.179
0.003,-0.966,-0.144,23.193,-49.500,-10.620
0.001,-0.965,-0.165,23.743,-47.180,-10.864
0.018,-0.969,-0.196,21.912,-47.913,-9.521
0.030,-0.960,-0.223,19.775,-49.316,-8.484
0.053,-0.939,-0.233,18.738,-52.063,-8.789
0.083,-0.948,-0.291,18.799,-57.129,-10.864
0.093,-0.976,-0.371,19.958,-62.988,-15.747
-0.003,-0.963,-0.295,20.264,-70.251,-23.621
-0.040,-1.014,-0.231,17.822,-74.707,-27.771
-0.103,-1.024,-0.187,15.503,-74.036,-28.137
-0.074,-1.036,-0.115,11.169,-69.641,-24.780
-0.035,-1.024,-0.076,3.967,-62.378,-21.423
0.004,-1.011,-0.119,-1.038,-58.899,-20.569
0.070,-1.008,-0.166,-2.136,-57.800,-21.729
0.066,-0.951,-0.196,-5.493,-58.472,-25.208
0.110,-0.968,-0.250,-3.845,-63.110,-27.222
0.064,-0.977,-0.328,-0.549,-72.693,-31.128
-0.034,-0.990,-0.275,1.709,-81.116,-34.912
-0.134,-1.032,-0.151,3.662,-83.191,-33.997
-0.143,-1.053,-0.080,1.343,-78.979,-29.541
-0.135,-1.037,-0.032,-2.136,-69.946,-25.757
-0.078,-1.010,-0.061,-5.493,-60.547,-24.353
-0.013,-0.998,-0.171,-5.493,-56.580,-24.536
-0.039,-0.967,-0.236,-1.282,-57.495,-28.748
-0.050,-0.922,-0.216,1.038,-60.791,-32.959
0.016,-0.983,-0.243,10.010,-64.941,-32.166
-0.013,-0.985,-0.306,14.709,-72.388,-31.433
-0.075,-1.019,-0.261,18.127,-79.163,-29.297
-0.069,-1.065,-0.179,20.630,-85.266,-25.696
-0.078,-1.093,-0.167,16.052,-86.548,-22.888
-0.124,-1.050,-0.145,9.888,-83.923,-23.621
-0.131,-1.012,-0.065,3.723,-78.064,-24.048
-0.114,-1.020,-0.094,3.174,-68.115,-23.437
-0.101,-0.985,-0.102,4.700,-59.692,-24.109
-0.045,-1.006,-0.099,10.193,-54.382,-24.292
-0.001,-1.035,-0.170,14.160,-52.979,-25.085
0.005,-1.042,-0.218,15.991,-55.420,-25.696
0.021,-1.065,-0.226,13.977,-60.486,-25.879
0.020,-1.064,-0.267,6.775,-67.566,-26.978
-0.051,-1.049,-0.275,-5.249,-72.876,-27.832

-0.627,-0.989,1.319,78.857,256.287,30.945
-0.751,-1.165,1.330,81.543,342.102,52.673
-1.129,-1.212,1.285,81.177,439.941,67.871
-1.575,-0.964,1.260,83.801,541.443,74.768
-1.899,-0.895,1.218,97.107,631.836,74.768
-1.802,-1.036,0.987,113.647,696.472,62.317
-1.592,-1.266,0.792,104.370,724.243,39.001
-1.332,-1.426,0.467,68.237,719.543,23.804
-0.834,-1.505,0.110,22.522,692.139,25.696
-0.288,-1.564,-0.227,-12.878,642.212,29.419
0.049,-1.596,-0.423,-57.007,577.942,32.166
0.040,-1.486,-0.606,-110.291,508.606,33.081
-0.115,-1.190,-0.788,-150.757,448.120,33.875
-0.420,-0.878,-0.991,-151.733,409.729,40.588
-1.000,-0.541,-1.353,-114.014,393.066,50.110
-0.884,-0.356,-1.663,-69.092,369.385,50.232
-0.929,-0.317,-1.951,-27.832,321.716,43.274
-0.998,-0.346,-2.106,-3.113,248.535,28.442
-1.023,-0.455,-2.013,3.113,165.771,7.874
-0.972,-0.543,-1.681,2.258,92.346,-9.277
-0.894,-0.639,-1.349,2.808,32.471,-23.315
-0.759,-0.796,-1.006,12.390,-14.771,-35.034
-0.616,-0.984,-0.691,25.818,-47.668,-43.762
-0.443,-1.178,-0.457,36.438,-69.153,-46.814
-0.244,-1.312,-0.259,43.640,-84.656,-42.969
-0.067,-1.384,-0.084,45.288,-95.642,-37.842
0.074,-1.435,0.051,46.021,-103.577,-33.447
0.153,-1.485,0.167,47.363,-106.567,-27.161
0.232,-1.503,0.264,46.692,-105.225,-16.724
0.245,-1.493,0.304,43.457,-101.624,-5.066
0.167,-1.449,0.417,39.551,-94.421,6.409
0.146,-1.375,0.511,35.767,-80.078,19.775
0.152,-1.253,0.481,28.259,-63.538,30.762
0.131,-1.129,0.390,20.874,-48.828,33.936
0.089,-1.027,0.301,15.808,-35.950,33.203
0.072,-0.960,0.169,15.259,-26.611,34.241
0.034,-0.916,0.073,17.090,-20.752,33.997
-0.008,-0.870,0.047,15.137,-17.822,32.532
-0.060,-0.815,0.030,7.690,-16.418,30.396
-0.114,-0.769,0.037,2.441,-13.855,26.367
-0.141,-0.743,0.036,3.784,-11.047,21.362
-0.192,-0.748,0.040,7.202,-7.751,15.015
-0.205,-0.766,0.049,10.071,-3.296,7.996
-0.182,-0.771,0.011,6.104,2.625,0.610
-0.177,-0.799,0.009,4.517,6.836,-6.592
-0.142,-0.842,-0.012,9.216,9.338,-11.108
-0.099,-0.881,-0.047,12.207,9.216,-13.611
-0.082,-0.919,-0.058,10.864,7.080,-17.517
-0.060,-0.961,-0.064,9.583,5.310,-21.240
-0.041,-1.010,-0.084,9.094,2.441,-22.766
-0.041,-1.059,-0.078,10.071,-3.418,-22.034
-0.056,-1.097,-0.059,11.108,-7.629,-19.409
-0.080,-1.112,-0.011,10.376,-9.583,-16.174
-0.088,-1.110,0.025,9.644,-10.254,-13.733
-0.100,-1.096,0.036,7.874,-8.667,-13.306
-0.116,-1.101,0.046,7.935,-6.287,-13.611
-0.093,-1.113,0.022,11.292,-2.930,-12.024
-0.044,-1.136,-0.052,14.893,-1.343,-9.460
-0.013,-1.146,-0.118,15.076,-3.540,-7.263
0.010,-1.126,-0.169,11.719,-8.301,-5.066
0.030,-1.080,-0.215,8.423,-16.663,-2.563
0.032,-1.031,-0.217,7.568,-24.841,-1.404
0.013,-1.015,-0.221,12.085,-34.058,-0.732
-0.039,-1.007,-0.220,17.944,-42.664,-1.160
-0.080,-1.005,-0.156,22.522,-50.110,-1.465
-0.119,-1.013,-0.100,22.583,-52.063,-0.732
-0.126,-1.026,-0.076,24.780,-53.711,-0.122
-0.113,-1.036,-0.078,30.518,-55.908,1.770
-0.086,-1.025,-0.100,29.236,-55.908,3.601
-0.053,-0.993,-0.161,25.940,-57.373,5.554
-0.050,-0.967,-0.223,24.536,-60.303,5.981
-0.040,-0.938,-0.225,24.231,-63.721,5.249
-0.068,-0.938,-0.215,25.208,-69.763,5.005
-0.097,-0.939,-0.148,27.954,-74.341,2.197
-0.133,-0.972,-0.077,30.457,-75.684,-0.671
-0.124,-0.988,-0.082,30.396,-74.036,-0.427
-0.193,-1.055,-0.069,29.236,-70.557,1.465
-0.204,-1.083,0.040,26.306,-65.002,3.174
-0.191,-1.070,0.078,18.921,-56.519,6.897
-0.184,-1.039,0.110,5.310,-42.908,8.728
-0.144,-0.993,0.117,-1.404,-30.884,8.606
-0.071,-0.945,0.050,-1.648,-20.020,6.836
-0.036,-0.927,-0.030,3.235,-14.404,3.296
-0.014,-0.967,-0.087,9.033,-10.559,-1.709
0.024,-1.034,-0.147,15.930,-8.301,-3.601
0.041,-1.091,-0.180,15.747,-9.277,-2.563
-0.023,-1.135,-0.127,12.146,-13.977,1.343
-0.092,-1.143,-0.011,4.395,-13.550,7.202
-0.100,-1.091,0.036,-3.113,-8.667,15.259
-0.065,-1.029,0.038,-8.179,0.610,19.531
-0.048,-0.987,-0.000,-7.629,7.019,18.494
-0.026,-0.974,-0.053,-3.540,11.841,13.855
0.014,-0.993,-0.114,0.854,15.503,9.094
0.046,-1.008,-0.193,2.686,13.367,5.981
0.055,-1.018,-0.247,2.075,8.972,4.578
0.065,-1.018,-0.284,-0.183,2.075,4.700
0.070,-1.002,-0.320,-1.282,-8.057,6.470
0.051,-0.981,-0.316,-2.563,-17.273,7.874
-0.015,-0.980,-0.254,-2.319,-24.597,9.583
-0.053,-0.973,-0.162,1.099,-29.602,10.254
-0.060,-0.975,-0.135,3.174,-31.799,8.850
-0.054,-0.974,-0.148,3.113,-32.959,6.104
-0.040,-0.970,-0.162,2.380,-32.959,3.174
-0.029,-0.957,-0.210,5.554,-35.522,2.136
-0.035,-0.950,-0.264,7.751,-39.246,1.709
-0.077,-0.974,-0.271,10.803,-44.312,1.282
-0.075,-0.983,-0.211,10.376,-46.021,1.282
-0.064,-0.961,-0.198,3.662,-47.546,1.465
-0.035,-0.935,-0.217,2.258,-51.208,0.854
-0.003,-0.937,-0.286,5.859,-54.382,-0.916
0.039,-0.943,-0.353,13.611,-62.012,-2.197
0.090,-0.935,-0.438,19.531,-73.181,-2.686
0.030,-0.963,-0.506,18.311,-86.182,-5.249
-0.076,-0.965,-0.356,20.630,-100.525,-9.583
-0.236,-1.029,-0.179,23.621,-108.276,-10.620
-0.254,-1.039,0.006,19.592,-101.929,-8.179
-0.192,-1.034,0.102,11.658,-86.792,-6.226
-0.109,-1.020,0.076,9.277,-75.500,-6.165
-0.054,-1.042,-0.022,14.587,-67.200,-7.629

-0.045,-1.219,-1.563,40.894,327.393,-41.687
-0.098,-1.042,-1.660,-0.732,270.447,-23.071
-0.210,-0.779,-1.582,-28.320,195.129,-1.770
-0.425,-0.564,-1.296,-27.649,111.389,13.367
-0.767,-0.676,-0.777,1.526,37.537,17.578
-0.534,-0.837,-0.140,30.334,-0.610,6.897
-0.627,-0.856,-0.080,26.184,1.831,-7.202
-0.629,-0.968,0.182,25.208,4.150,-24.780
-0.543,-1.056,0.155,21.057,14.404,-32.654
-0.336,-1.138,-0.018,19.470,25.269,-37.842
-0.163,-1.268,-0.191,26.001,28.259,-38.269
-0.147,-1.303,-0.248,29.236,21.790,-32.410
0.210,-1.429,-0.448,36.987,7.507,-15.381
0.236,-1.380,-0.384,49.133,-8.606,-4.150
0.173,-1.381,-0.226,57.068,-24.353,2.075
0.129,-1.342,-0.069,60.791,-35.583,10.742
0.077,-1.327,0.162,59.265,-36.682,15.686
0.066,-1.326,0.304,55.115,-28.442,17.944
0.056,-1.305,0.336,48.157,-12.268,19.287
0.081,-1.300,0.253,45.715,4.700,22.888
0.120,-1.252,0.102,43.396,17.517,30.823
0.110,-1.130,-0.033,33.813,24.536,38.269
0.096,-0.982,-0.138,23.010,24.719,43.884
0.017,-0.871,-0.190,19.836,20.142,45.471
-0.028,-0.813,-0.142,21.667,15.137,42.908
-0.049,-0.802,-0.107,26.367,11.597,40.649
-0.099,-0.811,-0.052,30.212,10.681,35.767
-0.122,-0.796,0.003,26.917,11.536,29.297
-0.150,-0.777,0.005,21.912,13.184,22.949
-0.176,-0.781,0.003,18.860,15.564,15.625
-0.138,-0.811,-0.030,16.357,18.127,9.644
-0.088,-0.828,-0.096,11.169,19.470,4.395
-0.051,-0.825,-0.147,3.296,18.005,-1.648
-0.036,-0.850,-0.174,-0.549,13.611,-5.920
0.001,-0.898,-0.167,2.991,7.080,-8.545
0.032,-0.969,-0.129,8.057,1.648,-10.498
0.029,-1.009,-0.074,6.226,-2.197,-11.963
0.023,-1.036,-0.006,3.052,-3.906,-12.573
0.038,-1.060,0.024,1.160,-1.404,-12.451
0.055,-1.081,0.012,-0.488,2.808,-11.902
0.083,-1.104,-0.038,-1.465,6.226,-11.047
0.101,-1.126,-0.117,-0.916,8.057,-8.972
0.102,-1.119,-0.171,-1.465,6.226,-6.592
0.087,-1.091,-0.199,-2.686,1.404,-4.456
0.051,-1.077,-0.183,-1.648,-4.272,-2.197
0.036,-1.081,-0.150,1.953,-8.789,-0.122
0.015,-1.064,-0.129,1.587,-13.062,0.427
-0.042,-1.042,-0.092,-0.366,-16.174,0.183
-0.069,-1.030,-0.055,0.977,-18.127,0.549
-0.082,-1.017,-0.057,2.991,-18.311,2.441
-0.103,-1.002,-0.066,3.296,-17.700,3.845
-0.097,-0.986,-0.074,6.348,-17.883,4.578
-0.068,-0.972,-0.129,9.155,-19.714,5.005
-0.033,-0.943,-0.207,6.470,-23.437,3.357
0.003,-0.911,-0.284,3.967,-29.297,0.366
0.065,-0.896,-0.395,5.188,-37.903,-2.075
0.051,-0.900,-0.492,4.456,-51.819,-5.005
-0.046,-0.881,-0.429,8.545,-67.932,-10.071
-0.105,-0.896,-0.271,26.367,-82.336,-12.695
-0.118,-0.952,-0.167,46.204,-91.248,-8.850
-0.111,-1.003,-0.103,59.082,-93.689,-5.554
-0.129,-1.069,-0.011,60.059,-93.567,-4.761
-0.083,-1.068,0.038,46.021,-92.957,-5.859
-0.077,-0.989,0.005,23.132,-90.149,-7.690
-0.108,-0.951,-0.058,15.015,-85.022,-10.742
-0.033,-0.946,-0.110,23.010,-80.078,-14.343
0.001,-0.970,-0.187,28.625,-79.834,-18.127
-0.035,-1.000,-0.205,26.550,-81.848,-23.010
-0.068,-1.043,-0.143,25.940,-82.764,-24.780
-0.038,-1.073,-0.094,30.090,-82.153,-19.226
-0.004,-1.081,-0.083,32.104,-79.712,-10.742
-0.035,-1.061,-0.080,30.457,-75.012,-5.493
-0.021,-1.029,-0.071,31.128,-70.435,-4.333
-0.007,-1.019,-0.103,34.241,-66.956,-4.028
0.008,-0.990,-0.170,34.058,-64.270,-5.005
0.023,-0.964,-0.254,31.006,-62.256,-6.836
-0.040,-0.987,-0.323,28.687,-63.416,-8.911
-0.115,-1.002,-0.279,31.372,-66.711,-11.536
-0.056,-1.021,-0.214,34.912,-72.083,-12.817
-0.069,-1.014,-0.194,29.419,-78.186,-13.123
-0.064,-0.987,-0.193,23.193,-81.360,-14.771
-0.066,-0.982,-0.208,20.813,-81.177,-15.991
-0.087,-0.961,-0.229,19.287,-80.627,-13.672
-0.151,-0.973,-0.259,22.278,-80.505,-11.169
-0.121,-0.997,-0.220,27.954,-79.285,-11.963
-0.091,-1.039,-0.195,26.917,-77.820,-12.085
-0.084,-1.051,-0.174,14.404,-73.486,-12.329
-0.074,-1.051,-0.171,-1.404,-66.345,-11.719
-0.066,-1.022,-0.194,-15.198,-61.890,-8.362
-0.033,-0.950,-0.235,-20.569,-62.256,-3.052
-0.080,-0.954,-0.271,-13.855,-64.758,0.183
-0.083,-0.974,-0.189,-3.906,-65.125,-1.465
-0.023,-1.015,-0.140,-2.930,-63.904,-4.211
-0.028,-1.023,-0.140,-11.414,-59.570,-7.080
-0.021,-1.039,-0.150,-19.287,-52.246,-8.850
-0.010,-1.028,-0.166,-26.611,-46.204,-9.216
0.004,-1.029,-0.175,-32.471,-43.274,-9.644
-0.004,-1.008,-0.157,-32.776,-42.297,-10.742
-0.022,-0.994,-0.151,-28.320,-44.312,-9.583
-0.031,-0.984,-0.143,-14.648,-48.401,-7.263
-0.036,-0.999,-0.123,0.183,-49.072,-4.944
0.013,-1.020,-0.146,4.517,-47.424,-2.808
0.014,-1.026,-0.171,3.723,-46.570,-1.038
-0.002,-1.040,-0.161,1.892,-45.349,0.488
-0.006,-1.017,-0.149,-1.465,-44.373,1.892
0.000,-0.978,-0.149,-0.427,-43.457,3.174
-0.007,-0.968,-0.180,4.822,-42.664,2.075
-0.009,-0.968,-0.219,11.841,-42.786,-0.610
-0.018,-0.982,-0.240,20.813,-44.434,-2.441
-0.034,-1.003,-0.238,24.475,-46.570,-2.808
-0.051,-1.037,-0.221,23.560,-48.584,-1.831
-0.052,-1.043,-0.201,19.531,-47.729,0.305
-0.036,-1.015,-0.195,9.399,-43.762,2.930
-0.025,-0.982,-0.221,1.038,-41.077,3.601
-0.000,-0.975,-0.249,2.625,-39.856,2.136
0.049,-0.966,-0.290,10.559,-41.809,-0.183
0.063,-0.979,-0.338,17.883,-48.096,-1.892
0.033,-1.000,-0.350,19.897,-54.626,-3.723
0.005,-1.003,-0.292,18.677,-59.875,-4.883

-1.188,-0.800,0.737,145.935,524.109,12.024
-1.374,-0.931,0.699,134.644,577.087,14.648
-1.374,-0.953,0.765,121.399,618.591,6.104
-1.321,-1.093,0.659,115.601,640.564,5.005
-1.075,-1.378,0.308,118.896,642.944,9.644
-0.622,-1.715,-0.233,108.337,622.437,24.475
-0.392,-1.650,-0.734,37.354,578.064,36.621
-0.421,-1.308,-0.984,-62.073,529.419,37.903
-0.375,-0.935,-1.127,-93.872,484.863,36.987
-0.280,-0.746,-1.496,-46.631,441.223,45.715
-0.115,-0.603,-1.904,-3.540,410.583,49.805
0.030,-0.508,-2.143,19.592,379.761,39.307
0.010,-0.542,-2.126,30.518,319.397,25.146
-0.315,-0.703,-1.620,17.517,225.647,17.883
-0.445,-0.775,-0.999,-6.897,127.319,18.738
-0.735,-0.838,-0.532,-23.987,61.462,19.348
-0.861,-0.876,-0.140,-31.006,39.124,25.818
-0.885,-0.852,-0.055,-31.189,40.161,30.457
-0.857,-0.807,-0.099,-23.071,42.664,29.053
-0.749,-0.776,-0.214,-16.663,40.771,22.827
-0.619,-0.739,-0.366,-16.968,36.804,10.254
-0.500,-0.797,-0.476,-11.414,30.212,-4.517
-0.372,-0.922,-0.538,4.333,17.883,-15.869
-0.289,-1.052,-0.543,15.564,1.587,-23.621
-0.251,-1.183,-0.463,19.714,-13.611,-26.917
-0.202,-1.292,-0.341,25.452,-27.222,-21.729
-0.159,-1.340,-0.229,29.175,-36.926,-9.094
-0.109,-1.327,-0.137,27.100,-41.199,4.517
-0.071,-1.263,-0.096,23.010,-41.016,15.625
-0.027,-1.206,-0.089,22.766,-38.208,22.705
-0.000,-1.179,-0.074,25.085,-35.034,27.161
0.028,-1.126,-0.050,19.958,-33.264,28.320
0.010,-1.048,-0.009,9.888,-30.151,26.123
0.001,-1.011,0.008,5.798,-24.841,23.621
-0.001,-1.018,-0.001,6.226,-19.165,22.888
-0.005,-0.998,-0.018,1.953,-13.306,23.743
-0.017,-0.937,-0.041,-3.662,-8.545,24.597
-0.050,-0.885,-0.077,-4.456,-7.019,24.475
-0.071,-0.877,-0.115,-1.587,-6.592,23.193
-0.081,-0.888,-0.144,2.502,-6.775,21.667
-0.126,-0.888,-0.119,3.174,-8.362,20.508
-0.154,-0.887,-0.069,0.671,-10.498,18.433
-0.182,-0.870,-0.035,-4.028,-10.193,15.137
-0.212,-0.863,0.004,-6.531,-8.362,10.071
-0.223,-0.869,-0.002,-6.958,-6.042,5.615
-0.218,-0.870,-0.044,-7.385,-3.235,1.465
-0.223,-0.875,-0.093,-7.812,-1.770,-2.563
-0.217,-0.916,-0.137,-7.629,-1.953,-5.493
-0.191,-0.961,-0.170,-6.531,-3.418,-6.104
-0.161,-0.985,-0.194,-8.118,-6.348,-5.615
-0.155,-0.992,-0.218,-10.925,-11.108,-5.188
-0.173,-1.004,-0.201,-11.475,-18.066,-5.005
-0.185,-1.028,-0.157,-8.545,-23.315,-3.601
-0.176,-1.049,-0.115,-5.188,-26.062,-1.160
-0.163,-1.056,-0.067,-3.662,-27.161,0.732
-0.181,-1.055,-0.025,-5.005,-27.649,0.488
-0.175,-1.046,-0.001,-7.690,-26.062,-1.038
-0.160,-1.034,-0.011,-7.385,-23.254,-1.892
-0.134,-1.027,-0.058,-4.272,-21.545,-2.319
-0.115,-1.014,-0.119,-2.380,-21.667,-3.418
-0.097,-1.010,-0.193,-1.953,-23.560,-5.066
-0.082,-1.015,-0.248,-0.061,-27.344,-5.127
-0.133,-1.034,-0.219,3.052,-33.752,-2.563
-0.172,-1.039,-0.108,6.531,-38.635,1.648
-0.150,-1.049,-0.036,10.559,-38.696,7.019
-0.172,-1.005,0.003,10.315,-34.729,10.071
-0.177,-0.997,0.003,14.465,-30.518,11.658
-0.138,-1.014,-0.030,21.545,-26.855,12.207
-0.119,-1.019,-0.072,17.456,-23.560,10.193
-0.114,-0.974,-0.092,4.944,-21.301,6.042
-0.115,-0.928,-0.118,-1.221,-20.752,2.380
-0.088,-0.918,-0.172,2.075,-22.461,0.061
-0.077,-0.933,-0.230,6.653,-26.550,-3.052
-0.095,-0.960,-0.244,7.690,-32.654,-6.042
-0.103,-0.979,-0.228,7.629,-37.964,-6.042
-0.115,-0.985,-0.213,5.310,-41.626,-3.906
-0.138,-1.002,-0.170,3.479,-44.067,-2.197
-0.142,-1.006,-0.097,5.493,-44.250,-0.671
-0.133,-1.001,-0.069,8.362,-42.725,3.479
-0.113,-0.989,-0.098,13.367,-40.649,5.920
-0.101,-0.975,-0.149,17.334,-39.551,6.104
-0.101,-0.959,-0.222,17.151,-40.405,4.822
-0.134,-0.973,-0.250,15.686,-43.030,1.770
-0.170,-1.001,-0.189,16.418,-45.837,-2.502
-0.178,-1.035,-0.095,14.404,-47.852,-4.822
-0.171,-1.052,-0.021,7.996,-47.241,-4.028
-0.168,-1.037,0.016,1.526,-42.175,-2.319
-0.160,-1.004,-0.008,-1.648,-36.560,-0.977
-0.125,-0.970,-0.085,-1.892,-32.654,-0.793
-0.073,-0.947,-0.205,-0.183,-30.945,-2.136
-0.073,-0.975,-0.327,1.099,-33.203,-4.028
-0.096,-0.986,-0.355,1.648,-39.429,-6.897
-0.096,-0.994,-0.307,4.944,-46.143,-10.132
-0.128,-1.016,-0.217,7.812,-51.514,-9.888
-0.157,-1.036,-0.152,10.986,-54.932,-7.080
-0.135,-1.037,-0.108,12.695,-54.993,-4.639
-0.140,-1.037,-0.108,10.254,-54.321,-2.625
-0.170,-1.027,-0.103,7.324,-52.979,-1.404
-0.153,-1.017,-0.081,6.897,-50.476,-0.549
-0.126,-1.001,-0.103,8.057,-47.913,0.793
-0.103,-0.983,-0.143,9.644,-45.410,0.793
-0.082,-0.982,-0.191,11.597,-43.640,-0.854
-0.062,-0.979,-0.235,12.878,-44.434,-1.587
-0.053,-0.981,-0.282,14.160,-48.340,-0.854
-0.063,-1.002,-0.281,15.991,-52.856,-1.282
-0.058,-1.016,-0.271,16.541,-57.251,-3.113
-0.178,-1.027,-0.216,12.512,-61.707,-4.456
-0.180,-1.044,-0.111,9.949,-63.049,-2.563
-0.154,-1.043,-0.053,7.507,-59.509,2.747
-0.162,-1.039,-0.049,4.883,-53.711,5.798
-0.164,-1.033,-0.036,2.502,-47.729,6.409
-0.138,-1.014,-0.043,0.061,-41.931,7.874
-0.115,-0.986,-0.084,-1.404,-36.438,9.155
-0.084,-0.967,-0.126,-2.563,-31.738,7.874
-0.055,-0.944,-0.180,-3.784,-28.809,5.066
-0.072,-0.950,-0.227,-2.869,-28.381,2.502
-0.072,-0.975,-0.206,0.427,-29.419,0.854
-0.080,-0.993,-0.203,-0.183,-30.457,1.038
-0.100,-1.010,-0.192,-4.883,-30.457,1.099

-0.981,-1.019,1.236,-35.828,379.272,25.879
-1.364,-1.001,1.110,-32.104,480.286,29.358
-1.622,-1.111,0.873,-27.466,577.576,32.715
-1.722,-1.103,0.698,-19.653,652.954,34.668
-1.437,-1.006,0.541,-8.484,693.115,35.034
-1.201,-1.008,0.364,7.141,695.557,22.217
-0.810,-0.967,0.230,21.912,672.119,-1.221
-0.388,-1.230,-0.140,49.133,626.404,-16.479
-0.090,-1.445,-0.471,65.735,564.575,-23.987
-0.071,-1.422,-0.589,34.302,503.845,-26.489
-0.096,-1.283,-0.723,3.601,451.599,-13.367
0.025,-1.231,-0.923,17.822,406.860,17.456
0.153,-1.213,-1.166,44.678,371.399,45.227
0.178,-1.082,-1.389,28.259,340.881,58.533
0.131,-0.753,-1.519,-11.230,308.289,63.721
-0.058,-0.488,-1.567,-33.813,257.141,61.890
-0.224,-0.389,-1.416,-24.475,187.439,52.124
-0.462,-0.436,-1.091,-4.578,116.089,33.386
-0.802,-0.557,-0.625,7.080,67.871,11.047
-0.820,-0.840,-0.174,20.325,46.875,-1.221
-0.825,-0.971,0.053,6.592,54.199,-6.714
-0.770,-0.871,-0.158,-24.231,65.735,-12.390
-0.545,-0.775,-0.309,-36.865,69.763,-13.794
-0.299,-0.734,-0.580,-29.114,67.200,-20.691
-0.118,-0.815,-0.788,-14.771,54.016,-34.729
-0.059,-0.933,-0.792,3.662,30.457,-44.250
0.202,-1.138,-0.796,26.184,-2.930,-40.955
0.165,-1.283,-0.491,36.621,-33.386,-37.720
0.087,-1.436,0.002,35.645,-49.194,-32.043
0.143,-1.451,0.218,29.541,-44.312,-18.250
0.182,-1.430,0.337,20.264,-31.067,-7.629
0.193,-1.374,0.375,10.864,-12.085,-0.610
0.263,-1.285,0.243,5.798,10.376,6.653
0.261,-1.181,0.092,3.113,29.968,12.085
0.383,-1.112,-0.134,2.869,38.757,15.503
0.345,-1.087,-0.280,3.662,38.330,12.085
0.289,-1.111,-0.363,9.399,31.006,11.963
0.245,-1.081,-0.358,7.812,18.738,17.944
0.110,-1.006,-0.295,2.686,3.906,23.071
-0.031,-0.945,-0.141,3.845,-7.446,25.696
-0.121,-0.907,0.014,6.653,-9.644,26.978
