aX,aY,aZ,gX,gY,gZ
-0.067,-0.195,0.150,-11.536,9.460,-87.341
-0.105,-0.456,0.159,-4.944,7.080,-82.031
-0.109,-0.677,0.176,3.174,5.066,-71.960
-0.106,-0.850,0.183,13.306,1.892,-59.143
-0.127,-0.961,0.197,21.423,0.061,-46.814
-0.111,-1.029,0.177,27.222,0.549,-33.020
-0.076,-1.075,0.155,31.738,1.343,-19.897
-0.038,-1.091,0.112,32.288,0.305,-9.583
-0.014,-1.057,0.057,29.419,-1.892,-2.258
-0.018,-0.993,0.017,25.757,-4.395,4.517
0.084,-1.002,-0.014,27.649,-5.920,12.695
0.102,-0.946,-0.035,30.273,-7.568,16.602
0.123,-0.865,-0.049,30.701,-8.789,19.836
0.164,-0.808,-0.083,36.255,-8.728,24.658
0.202,-0.758,-0.061,40.466,-8.057,25.574
0.214,-0.726,-0.054,42.542,-11.414,23.804
0.213,-0.750,-0.053,44.312,-14.709,19.470
0.237,-0.812,-0.046,42.664,-12.329,12.390
0.231,-0.853,-0.048,37.598,-9.277,6.042
0.235,-0.892,-0.056,32.043,-7.263,2.319
0.231,-0.939,-0.061,28.625,-6.409,-0.671
0.224,-0.978,-0.051,25.879,-5.310,-3.296
0.243,-0.989,-0.063,23.010,-4.944,-4.700
0.203,-0.986,-0.097,22.461,-8.728,-5.859
0.184,-1.003,-0.093,24.902,-9.888,-6.775
0.163,-1.019,-0.083,27.344,-10.315,-7.507
0.154,-1.086,-0.111,29.114,-9.827,-8.240
0.161,-1.133,-0.097,27.527,-12.268,-11.597
0.112,-1.098,-0.082,21.606,-12.817,-14.465
0.176,-1.115,-0.122,19.958,-8.789,-12.024
0.129,-1.097,-0.131,19.958,-10.071,-12.329
0.123,-1.099,-0.121,19.104,-11.414,-11.841
0.124,-1.109,-0.089,19.714,-12.390,-10.864
0.104,-1.122,-0.055,20.020,-13.245,-11.169
0.093,-1.131,-0.035,19.409,-13.000,-11.292
0.086,-1.144,-0.026,18.188,-11.780,-11.353
0.093,-1.151,-0.032,16.174,-10.071,-11.475
0.097,-1.143,-0.048,13.489,-8.301,-11.536
0.091,-1.133,-0.049,10.498,-7.935,-12.207
0.082,-1.139,-0.044,9.216,-7.812,-12.756
0.077,-1.174,-0.037,9.399,-7.690,-13.123
0.063,-1.218,-0.023,9.155,-7.690,-13.367
0.049,-1.225,-0.009,7.874,-7.324,-12.024
0.051,-1.203,-0.016,7.080,-5.981,-8.850
0.061,-1.176,-0.031,8.423,-4.211,-6.104
0.064,-1.156,-0.034,11.902,-3.601,-4.089
0.068,-1.139,-0.030,16.235,-4.150,-1.892
0.061,-1.129,-0.024,19.165,-4.333,0.366
0.061,-1.115,-0.015,20.081,-3.906,1.770
0.052,-1.107,-0.014,18.433,-3.357,1.709
0.059,-1.098,-0.012,14.343,-1.648,1.404
0.072,-1.073,-0.012,10.864,-0.732,1.221
0.075,-1.046,-0.013,9.521,-0.488,1.160
0.090,-1.031,-0.019,10.681,0.793,0.610
0.095,-1.023,-0.029,13.123,1.831,0.183
0.086,-1.024,-0.039,15.686,2.319,-0.122
0.079,-1.037,-0.044,15.686,2.686,-0.977
0.073,-1.047,-0.055,14.099,3.601,-1.892
0.078,-1.048,-0.076,10.803,4.395,-2.686
0.081,-1.045,-0.092,6.653,4.578,-3.723
0.084,-1.040,-0.098,4.150,4.089,-4.578
0.091,-1.039,-0.099,3.601,4.089,-4.761
0.070,-1.029,-0.092,4.822,4.089,-4.333
0.111,-1.055,-0.099,6.714,5.188,-2.380
0.111,-1.051,-0.109,7.812,4.272,-2.625
0.052,-1.012,-0.102,6.592,2.808,-3.357
0.096,-1.017,-0.110,8.484,4.211,-0.732
0.104,-1.031,-0.120,10.315,4.578,-0.244
0.086,-1.037,-0.120,9.033,2.930,-1.648
0.087,-1.036,-0.114,7.141,2.319,-1.343
0.092,-1.026,-0.106,4.761,2.441,-1.038
0.092,-1.024,-0.097,3.540,2.136,-1.282
0.096,-1.029,-0.091,3.418,2.014,-1.526
0.093,-1.029,-0.088,4.395,2.441,-1.160
0.093,-1.021,-0.089,5.615,2.747,-0.916
0.094,-1.018,-0.097,6.958,2.991,-0.549
0.094,-1.013,-0.107,8.667,2.869,-0.366
0.096,-1.005,-0.112,9.827,2.319,-0.183
0.093,-1.001,-0.115,10.559,1.282,-0.122
0.093,-1.008,-0.109,10.864,0.610,-0.366
0.088,-1.018,-0.102,11.108,0.183,-0.793
0.087,-1.028,-0.099,10.437,0.427,-1.038
0.085,-1.030,-0.101,8.606,0.916,-0.916
0.088,-1.023,-0.106,6.775,1.404,-0.610
0.091,-1.016,-0.112,5.249,1.709,-0.549
0.092,-1.001,-0.116,4.395,2.075,-0.366
0.098,-0.991,-0.124,4.272,2.380,-0.488
0.098,-0.990,-0.130,4.944,2.808,-0.916
0.097,-0.993,-0.131,6.042,2.441,-1.404
0.098,-0.999,-0.132,6.958,1.831,-1.831
0.093,-1.004,-0.138,7.874,1.343,-2.014
0.088,-1.015,-0.143,8.728,0.854,-1.831
0.088,-1.021,-0.141,8.545,0.366,-1.709
0.082,-1.015,-0.140,7.629,0.000,-1.404

-0.802,-2.646,0.033,-103.638,0.183,-149.292
-0.939,-3.161,0.081,-146.118,12.024,-180.054
-1.022,-3.752,0.120,-182.190,26.978,-197.876
-0.991,-4.000,0.149,-208.984,47.119,-185.486
-0.867,-4.000,0.097,-221.191,71.350,-135.132
-0.691,-4.000,-0.031,-212.097,92.957,-52.673
-0.599,-3.966,-0.209,-179.565,102.783,41.321
-0.517,-3.239,-0.377,-128.479,100.830,129.333
-0.462,-2.521,-0.500,-67.383,88.135,196.716
-0.435,-1.976,-0.511,-6.287,62.866,239.258
-0.436,-1.608,-0.488,46.875,35.522,267.151
-0.512,-1.252,-0.414,73.608,14.038,290.955
-0.573,-0.723,-0.341,56.641,1.221,311.218
-0.573,0.121,-0.249,-0.244,-0.366,322.021
-0.435,1.044,-0.220,-65.430,12.817,313.232
-0.178,1.791,-0.207,-103.577,31.128,279.541
0.030,2.168,-0.202,-101.196,36.865,224.792
0.118,2.183,-0.230,-76.050,31.250,160.278
0.092,2.004,-0.322,-56.885,26.611,98.328
0.192,1.736,-0.380,-56.152,29.968,52.124
0.184,1.574,-0.475,-62.317,32.654,18.555
0.250,1.421,-0.499,-62.317,40.955,-5.005
0.307,1.227,-0.539,-48.889,38.269,-21.973
0.260,0.991,-0.495,-26.245,26.062,-37.170
0.224,0.704,-0.405,-1.709,14.954,-47.180
0.167,0.429,-0.282,16.357,5.737,-54.382
0.120,0.201,-0.192,24.719,0.427,-58.594
0.099,0.021,-0.164,28.076,-2.197,-60.425
0.060,-0.131,-0.144,28.748,-4.089,-63.538
0.031,-0.314,-0.120,31.006,-6.348,-65.308
0.005,-0.526,-0.059,36.377,-8.118,-63.904
-0.027,-0.730,0.010,38.391,-9.705,-60.608
-0.036,-0.878,0.048,34.424,-9.155,-55.542
-0.032,-0.982,0.074,27.893,-7.812,-50.415
-0.016,-1.070,0.062,24.109,-7.141,-45.227
0.020,-1.151,0.070,24.780,-6.775,-39.612
0.041,-1.213,0.049,29.297,-8.179,-32.288
0.038,-1.222,0.036,35.828,-10.681,-23.560
0.114,-1.256,0.038,43.945,-9.399,-12.329
0.159,-1.238,0.026,52.490,-9.460,-4.456
0.148,-1.196,0.012,56.335,-12.878,-0.305
0.156,-1.158,-0.001,60.059,-13.245,3.723
0.180,-1.148,-0.019,60.303,-11.536,5.066
0.186,-1.140,-0.023,54.016,-10.559,1.587
0.182,-1.136,-0.042,45.715,-8.728,-2.991
0.192,-1.147,-0.060,37.842,-5.859,-6.287
0.193,-1.166,-0.073,31.982,-3.601,-8.911
0.205,-1.167,-0.111,28.320,-2.441,-10.559
0.206,-1.161,-0.141,27.710,-2.686,-10.742
0.210,-1.158,-0.156,29.907,-2.686,-10.437
0.211,-1.155,-0.158,33.020,-3.540,-10.437
0.199,-1.153,-0.160,36.377,-4.822,-10.620
0.198,-1.153,-0.152,38.513,-5.859,-10.803
0.170,-1.143,-0.127,38.391,-5.920,-10.925
0.154,-1.168,-0.131,36.377,-5.127,-11.047
0.129,-1.179,-0.128,31.311,-5.737,-14.832
0.088,-1.162,-0.128,21.851,-3.357,-18.494
0.135,-1.162,-0.156,17.517,0.549,-16.357
0.143,-1.141,-0.178,16.235,2.563,-16.113
0.150,-1.105,-0.208,15.381,2.136,-16.663
0.149,-1.074,-0.213,19.409,0.427,-14.893
0.135,-1.063,-0.207,25.635,-2.380,-13.062
0.108,-1.081,-0.190,30.762,-4.761,-11.536
0.062,-1.119,-0.157,31.616,-6.592,-12.573
0.051,-1.181,-0.118,26.184,-6.409,-15.381
0.036,-1.216,-0.107,16.113,-4.272,-18.066
0.051,-1.218,-0.126,6.470,-0.061,-18.127
0.066,-1.185,-0.162,0.793,2.625,-16.235
0.089,-1.147,-0.190,-0.366,3.113,-13.611
0.102,-1.109,-0.204,3.723,1.038,-9.888
0.110,-1.074,-0.209,11.292,-2.197,-5.981
0.106,-1.050,-0.196,20.081,-5.615,-2.258
0.082,-1.036,-0.159,27.039,-8.850,0.427
0.069,-1.038,-0.126,29.724,-10.193,1.160
0.066,-1.038,-0.107,27.649,-9.399,0.427
0.065,-1.027,-0.099,22.217,-7.446,-0.793
0.080,-0.999,-0.099,15.808,-4.761,-1.465
0.095,-0.960,-0.120,11.292,-1.953,-1.831
0.101,-0.926,-0.146,10.864,-1.038,-2.502
0.101,-0.916,-0.162,13.428,-1.343,-3.906
0.097,-0.939,-0.166,16.602,-2.075,-5.310
0.090,-0.964,-0.167,18.555,-2.625,-6.104
0.079,-0.987,-0.175,18.982,-2.258,-6.348
0.083,-1.002,-0.182,17.883,-1.831,-6.348
0.082,-0.997,-0.178,16.235,-1.526,-6.226
0.078,-0.994,-0.180,14.709,-1.160,-6.226
0.081,-0.989,-0.189,14.832,-0.183,-6.104
0.080,-0.981,-0.203,14.160,0.366,-6.287
0.072,-0.984,-0.218,12.695,0.427,-7.202
0.065,-1.000,-0.231,10.925,0.000,-8.545
0.056,-1.033,-0.228,7.568,-0.610,-10.315
0.063,-1.068,-0.216,4.700,-0.305,-10.925
0.061,-1.068,-0.216,3.357,-0.061,-9.460
0.065,-1.055,-0.226,2.136,0.488,-7.751
0.071,-1.051,-0.232,2.563,0.244,-6.775
0.074,-1.044,-0.238,4.944,-1.282,-5.981
0.071,-1.036,-0.235,7.996,-3.113,-4.883
0.059,-1.039,-0.229,10.620,-4.761,-3.479
0.047,-1.057,-0.204,12.756,-5.859,-2.747
0.037,-1.074,-0.185,11.902,-5.676,-2.441
0.039,-1.080,-0.180,8.301,-4.761,-2.747
0.034,-1.082,-0.184,4.517,-3.967,-2.869
0.034,-1.076,-0.186,0.793,-2.991,-2.930
0.040,-1.070,-0.196,-1.526,-1.831,-2.258
0.050,-1.051,-0.210,-2.075,-1.038,-0.916
0.052,-1.031,-0.223,-1.160,-1.160,0.183
0.056,-1.014,-0.214,1.465,-2.258,1.343
0.038,-1.001,-0.201,5.432,-3.235,2.258
0.062,-1.007,-0.189,9.583,-3.601,2.869
0.043,-1.017,-0.184,10.315,-4.333,1.770
0.030,-1.023,-0.171,8.118,-4.822,-0.183
0.031,-1.030,-0.158,4.395,-4.028,-1.465
0.028,-1.026,-0.157,1.160,-2.197,-2.441
0.029,-1.011,-0.165,-0.732,0.000,-2.563
0.047,-1.000,-0.183,-1.831,2.136,-2.380
0.053,-0.985,-0.198,-1.099,2.502,-2.502
0.050,-0.975,-0.207,0.549,1.465,-3.113
0.052,-0.978,-0.217,2.991,1.038,-3.235
0.034,-0.983,-0.215,4.089,0.305,-3.784

-0.773,-2.679,0.196,-82.275,-6.775,-104.797
-0.949,-3.248,0.364,-106.750,-1.770,-117.188
-1.110,-3.744,0.485,-134.766,10.193,-117.981
-1.121,-4.000,0.515,-162.048,32.104,-102.234
-1.028,-4.000,0.481,-171.387,54.565,-65.796
-0.931,-4.000,0.390,-146.118,69.153,-6.897
-0.887,-3.869,0.244,-91.248,73.425,66.101
-0.869,-3.413,0.176,-27.771,65.308,138.062
-0.884,-2.943,0.141,29.419,50.476,199.219
-0.869,-2.483,0.132,75.928,35.095,245.056
-0.864,-2.076,0.089,99.548,26.611,279.663
-0.974,-1.400,-0.026,84.595,25.269,304.138
-0.850,-0.534,-0.221,28.320,37.903,314.026
-0.562,0.369,-0.431,-37.476,54.810,302.368
-0.247,1.097,-0.631,-78.674,61.035,270.142
-0.036,1.542,-0.797,-83.984,55.908,229.919
0.125,1.771,-0.908,-63.538,46.814,194.885
0.315,1.908,-0.987,-38.330,36.987,169.189
0.335,2.083,-1.067,-20.935,22.949,142.761
0.433,2.124,-1.063,-11.963,10.315,114.319
0.402,2.074,-1.060,-7.690,-1.770,81.299
0.461,1.835,-0.883,-5.432,-4.578,47.913
0.418,1.566,-0.722,-1.160,-5.859,20.081
0.390,1.324,-0.582,-0.427,-8.911,-1.221
0.351,1.126,-0.485,-2.136,-7.996,-19.897
0.304,0.920,-0.430,-2.258,-9.094,-38.757
0.239,0.636,-0.332,-2.136,-13.306,-57.495
0.171,0.294,-0.183,-1.343,-18.677,-73.792
0.088,-0.048,-0.033,0.305,-20.691,-83.740
0.020,-0.335,0.069,2.441,-18.799,-85.510
-0.014,-0.529,0.108,2.258,-14.038,-81.970
-0.024,-0.672,0.102,2.197,-9.521,-76.416
-0.031,-0.818,0.102,5.676,-8.484,-70.618
-0.049,-0.975,0.107,8.667,-9.216,-66.284
-0.056,-1.130,0.095,9.399,-10.620,-62.012
-0.064,-1.237,0.080,7.874,-10.376,-55.786
-0.044,-1.291,0.036,4.272,-8.789,-46.692
0.006,-1.294,0.021,0.916,-6.714,-36.804
0.038,-1.254,-0.016,1.526,-5.798,-27.832
0.097,-1.241,-0.031,7.935,-6.775,-17.883
0.132,-1.223,-0.048,16.174,-7.263,-10.803
0.119,-1.182,-0.012,20.386,-9.949,-7.507
0.146,-1.141,0.027,25.452,-11.353,-2.502
0.143,-1.115,0.062,28.503,-10.437,0.183
0.150,-1.114,0.069,29.114,-8.057,0.061
0.153,-1.116,0.048,25.757,-5.432,-2.380
0.149,-1.113,0.030,18.860,-1.526,-6.165
0.182,-1.120,0.006,12.756,3.418,-8.850
0.208,-1.122,-0.023,8.423,5.554,-11.475
0.212,-1.106,-0.037,6.653,6.531,-14.038
0.211,-1.091,-0.065,8.606,6.042,-15.198
0.210,-1.083,-0.094,13.428,6.042,-15.808
0.187,-1.086,-0.127,18.250,5.310,-16.663
0.166,-1.122,-0.138,20.935,3.235,-18.860
0.144,-1.181,-0.124,20.813,1.343,-21.606
0.100,-1.193,-0.116,19.043,1.404,-21.851
0.149,-1.192,-0.139,16.724,4.395,-18.311
0.169,-1.157,-0.155,14.343,4.028,-17.273
0.141,-1.075,-0.169,12.207,3.540,-17.578
0.189,-1.038,-0.193,18.250,4.089,-12.329
0.179,-1.018,-0.192,27.222,2.014,-10.254
0.134,-1.019,-0.161,28.748,-2.075,-13.733
0.108,-1.043,-0.135,25.574,-2.930,-18.066
0.078,-1.078,-0.124,18.921,-1.709,-22.095
0.079,-1.108,-0.134,10.803,1.038,-24.475
0.084,-1.113,-0.159,2.991,3.967,-25.818
0.095,-1.092,-0.194,-2.808,5.920,-25.818
0.111,-1.054,-0.234,-4.211,6.470,-23.865
0.131,-1.018,-0.256,-0.488,5.493,-20.691
0.134,-1.001,-0.250,7.019,1.892,-17.761
0.096,-1.007,-0.216,16.418,-3.845,-16.296
0.077,-1.042,-0.170,22.217,-7.996,-16.602
0.060,-1.082,-0.135,23.376,-9.583,-16.968
0.046,-1.107,-0.111,21.301,-9.460,-16.663
0.042,-1.096,-0.112,16.602,-7.812,-15.259
0.042,-1.059,-0.120,11.597,-6.226,-13.306
0.056,-1.009,-0.126,8.606,-4.822,-11.597
0.060,-0.975,-0.141,8.484,-4.883,-11.169
0.048,-0.983,-0.145,10.803,-5.798,-12.024
0.035,-1.017,-0.133,12.512,-6.653,-13.733
0.022,-1.050,-0.126,11.475,-6.958,-14.954
0.019,-1.063,-0.132,8.301,-6.958,-15.137
0.021,-1.059,-0.142,6.104,-6.409,-13.611
0.035,-1.044,-0.134,5.432,-6.042,-11.230
0.035,-1.015,-0.138,7.446,-6.409,-8.484
0.035,-0.987,-0.135,12.024,-6.897,-6.104
0.041,-0.970,-0.136,16.663,-6.958,-4.028
0.034,-0.965,-0.129,19.531,-7.507,-3.906
0.011,-0.976,-0.114,20.325,-8.545,-5.249
-0.001,-0.998,-0.108,18.127,-8.179,-7.202
-0.003,-1.018,-0.112,14.709,-6.958,-8.911
0.011,-1.035,-0.119,11.658,-5.249,-9.155
0.021,-1.030,-0.139,8.789,-3.784,-8.240
0.021,-0.997,-0.149,6.348,-2.930,-7.385
0.036,-0.965,-0.155,7.019,-2.258,-6.348
0.034,-0.938,-0.162,10.681,-3.235,-5.920
0.003,-0.939,-0.161,15.259,-5.066,-6.775
-0.008,-0.978,-0.154,16.968,-6.104,-8.972
-0.010,-1.035,-0.144,15.991,-6.409,-11.230
-0.017,-1.067,-0.143,12.451,-5.981,-12.512
-0.011,-1.070,-0.155,8.911,-4.150,-12.268
-0.002,-1.061,-0.167,7.019,-2.930,-11.108
0.006,-1.049,-0.172,7.324,-2.869,-9.521
0.013,-1.042,-0.173,9.766,-3.174,-7.446
0.014,-1.016,-0.169,12.268,-3.662,-5.554
-0.008,-0.990,-0.167,14.832,-4.700,-4.089
0.000,-0.993,-0.160,17.212,-5.554,-3.967
-0.019,-1.006,-0.148,16.846,-5.920,-5.920
-0.013,-1.036,-0.145,15.076,-5.310,-7.385
-0.007,-1.042,-0.153,11.963,-3.540,-7.812
0.002,-1.030,-0.172,8.545,-2.136,-7.629
0.006,-1.010,-0.189,6.775,-1.282,-7.324
0.008,-1.001,-0.196,8.118,-1.404,-6.531
0.002,-1.001,-0.196,11.353,-2.502,-6.104
-0.010,-1.008,-0.187,14.221,-3.418,-6.042
-0.023,-1.034,-0.173,14.832,-4.211,-6.470
-0.031,-1.065,-0.160,13.123,-4.578,-7.263
-0.032,-1.084,-0.161,9.644,-3.723,-7.629
-0.031,-1.080,-0.173,6.104,-2.014,-7.263

-0.431,-2.524,-0.212,-71.716,-4.456,-69.885
-0.471,-2.902,-0.201,-87.280,0.732,-74.463
-0.477,-3.204,-0.222,-105.774,8.240,-67.566
-0.456,-3.317,-0.262,-120.239,15.137,-44.556
-0.383,-3.202,-0.316,-121.277,21.057,-4.639
-0.326,-2.917,-0.384,-99.182,21.240,45.105
-0.240,-2.591,-0.384,-59.753,13.000,95.459
-0.231,-2.245,-0.360,-18.066,1.343,138.306
-0.193,-1.857,-0.315,16.113,-7.874,173.340
-0.162,-1.446,-0.314,37.781,-15.442,200.012
-0.141,-1.028,-0.292,43.274,-22.095,215.210
-0.137,-0.521,-0.220,28.076,-27.405,219.543
-0.096,0.023,-0.138,-5.371,-27.649,209.961
0.007,0.449,-0.099,-38.147,-19.226,185.791
0.099,0.720,-0.140,-59.998,-10.498,152.466
0.197,0.822,-0.199,-72.205,-3.296,116.699
0.278,0.735,-0.253,-71.472,0.977,85.632
0.389,0.582,-0.283,-65.613,2.808,61.707
0.267,0.510,-0.345,-62.622,0.000,40.894
0.284,0.409,-0.328,-59.204,-0.183,28.748
0.199,0.322,-0.417,-48.889,-1.038,22.705
0.222,0.137,-0.367,-36.865,3.174,17.639
0.213,0.012,-0.322,-28.931,-0.061,12.878
0.149,-0.079,-0.249,-22.644,-8.484,9.216
0.145,-0.190,-0.177,-13.550,-9.521,8.850
0.136,-0.275,-0.087,-6.714,-9.521,8.362
0.129,-0.323,-0.013,-7.935,-9.827,6.104
0.128,-0.341,0.012,-11.902,-7.935,1.831
0.137,-0.399,0.025,-15.991,-5.066,-3.296
0.150,-0.469,0.033,-19.775,-3.418,-7.568
0.170,-0.500,0.026,-23.376,-1.770,-9.949
0.199,-0.510,0.044,-23.071,-1.404,-10.193
0.214,-0.540,0.099,-17.639,-3.357,-10.864
0.197,-0.583,0.152,-8.362,-5.798,-12.024
0.180,-0.630,0.188,0.122,-6.226,-12.695
0.167,-0.663,0.234,4.700,-4.211,-13.733
0.169,-0.677,0.221,7.202,-1.526,-14.771
0.179,-0.699,0.207,9.644,0.427,-16.235
0.169,-0.726,0.198,11.475,2.869,-19.165
0.170,-0.751,0.188,13.550,4.395,-20.813
0.167,-0.766,0.162,15.076,5.981,-21.362
0.169,-0.792,0.141,17.212,7.629,-22.156
0.156,-0.826,0.113,18.433,8.362,-23.926
0.155,-0.853,0.082,19.348,10.315,-24.902
0.165,-0.862,0.032,20.142,12.634,-24.231
0.176,-0.859,-0.011,21.423,13.672,-23.071
0.186,-0.841,-0.048,22.217,13.794,-22.644
0.196,-0.825,-0.070,23.071,13.184,-22.400
0.198,-0.823,-0.092,25.574,12.085,-22.156
0.178,-0.833,-0.094,26.428,10.620,-22.705
0.174,-0.861,-0.112,25.269,10.559,-23.682
0.248,-0.917,-0.086,21.851,8.301,-26.794
0.130,-0.858,-0.079,15.442,5.676,-30.457
0.208,-0.845,-0.091,13.794,9.583,-27.039
0.202,-0.819,-0.102,14.343,9.888,-26.672
0.195,-0.825,-0.120,16.052,7.568,-28.137
0.184,-0.855,-0.123,18.250,6.653,-29.907
0.153,-0.880,-0.119,17.578,5.249,-32.654
0.137,-0.912,-0.109,15.930,4.761,-34.668
0.144,-0.962,-0.104,14.709,5.432,-35.828
0.139,-0.990,-0.100,14.343,5.310,-35.461
0.134,-0.990,-0.098,15.381,4.822,-33.447
0.136,-0.975,-0.102,19.409,4.456,-30.151
0.125,-0.983,-0.109,24.963,2.930,-27.771
0.090,-1.006,-0.102,29.663,0.732,-27.283
0.067,-1.052,-0.086,30.334,-0.183,-28.015
0.059,-1.081,-0.083,27.710,1.099,-28.687
0.057,-1.092,-0.090,23.437,3.113,-29.236
0.061,-1.092,-0.110,19.958,5.005,-29.358
0.071,-1.091,-0.123,19.043,5.981,-28.320
0.078,-1.087,-0.128,21.301,5.310,-26.733
0.080,-1.097,-0.118,26.123,3.235,-24.902
0.061,-1.109,-0.114,31.555,1.038,-22.522
0.041,-1.132,-0.105,35.583,-0.305,-20.142
0.007,-1.151,-0.096,36.194,-0.366,-18.677
0.009,-1.178,-0.088,31.189,1.343,-19.531
0.005,-1.192,-0.092,22.644,3.967,-21.240
0.009,-1.186,-0.114,15.137,6.653,-21.790
0.031,-1.161,-0.150,10.864,9.644,-20.691
0.044,-1.131,-0.176,10.864,10.681,-18.738
0.062,-1.123,-0.182,15.198,9.827,-16.174
0.076,-1.110,-0.177,21.240,7.690,-12.573
0.063,-1.097,-0.161,28.198,4.639,-8.545
0.027,-1.089,-0.144,33.875,1.709,-6.409
0.006,-1.110,-0.134,34.973,1.648,-7.019
-0.005,-1.138,-0.135,31.372,3.235,-8.606
0.001,-1.154,-0.156,24.109,5.737,-10.315
0.003,-1.130,-0.176,16.357,8.301,-10.010
0.037,-1.115,-0.206,10.986,10.437,-8.179
0.044,-1.072,-0.230,8.423,10.132,-7.935
0.028,-1.042,-0.234,8.545,8.057,-7.324
0.045,-1.035,-0.234,12.939,6.653,-5.615
0.036,-1.042,-0.226,17.029,5.005,-5.493
0.024,-1.056,-0.216,19.104,3.479,-5.493
0.009,-1.083,-0.199,18.982,2.686,-5.981
-0.000,-1.106,-0.187,16.174,3.235,-6.409
0.001,-1.114,-0.190,12.329,5.127,-6.165
0.015,-1.092,-0.201,7.507,7.385,-5.432
0.022,-1.057,-0.221,5.676,7.812,-4.150
0.038,-1.033,-0.240,6.409,7.690,-2.808
0.046,-1.021,-0.248,9.216,6.042,-1.709
0.036,-1.010,-0.249,11.780,3.601,-0.916
0.036,-1.008,-0.237,13.733,2.075,-0.244
0.027,-1.001,-0.224,15.808,0.427,-0.122
0.031,-1.002,-0.220,15.869,-0.244,-0.427
0.030,-1.002,-0.220,15.320,-0.427,-1.221
0.038,-1.001,-0.217,14.099,-0.488,-1.709
0.035,-0.984,-0.208,12.512,-0.427,-1.953
0.039,-0.960,-0.208,11.536,0.488,-1.709
0.039,-0.943,-0.206,11.841,0.977,-1.343
0.028,-0.942,-0.208,11.963,1.099,-2.258
0.020,-0.958,-0.213,10.498,1.526,-3.601
-0.003,-0.981,-0.217,7.874,1.648,-5.188
0.011,-1.006,-0.211,4.272,2.686,-6.042
-0.001,-1.004,-0.212,-0.732,3.784,-6.409
0.016,-0.997,-0.227,-3.784,5.249,-6.165
0.026,-0.990,-0.250,-2.808,5.920,-5.249
0.041,-0.975,-0.270,-0.549,5.554,-3.784
0.045,-0.958,-0.274,3.601,3.784,-2.075

-0.499,-2.494,0.064,-63.110,0.305,-31.006
-0.530,-2.768,0.088,-95.581,12.268,-38.147
-0.522,-2.992,0.092,-124.634,25.940,-38.147
-0.467,-3.107,0.072,-141.907,35.950,-26.001
-0.400,-3.000,0.002,-145.264,44.128,-0.854
-0.344,-2.683,-0.085,-126.587,47.180,35.034
-0.214,-2.354,-0.179,-83.679,42.603,72.937
-0.120,-2.075,-0.233,-28.992,29.480,102.478
-0.111,-1.832,-0.202,22.705,11.536,125.244
-0.108,-1.608,-0.140,65.002,-2.136,144.836
-0.130,-1.342,-0.108,85.815,-10.742,160.095
-0.147,-1.014,-0.088,81.726,-13.977,168.762
-0.128,-0.669,-0.088,57.312,-11.230,169.617
-0.054,-0.328,-0.071,21.362,-4.211,162.598
-0.019,-0.006,-0.066,-14.771,3.784,148.743
0.007,0.290,-0.103,-49.744,14.587,129.089
0.085,0.534,-0.229,-82.458,29.663,107.239
0.210,0.686,-0.397,-100.769,41.931,85.571
0.306,0.726,-0.557,-102.478,44.189,63.965
0.293,0.699,-0.615,-90.820,38.269,45.227
0.323,0.565,-0.609,-66.772,30.273,37.781
0.292,0.431,-0.544,-40.344,20.874,34.912
0.292,0.305,-0.449,-19.653,15.869,33.508
0.236,0.185,-0.333,-5.920,5.127,30.762
0.174,0.025,-0.183,3.540,-2.197,25.391
0.138,-0.142,-0.046,7.751,-3.479,20.569
0.102,-0.262,0.070,-1.160,0.061,12.878
0.091,-0.332,0.102,-19.470,7.751,3.845
0.137,-0.392,0.040,-35.645,15.930,-4.089
0.177,-0.448,-0.039,-44.861,20.569,-11.108
0.206,-0.496,-0.098,-44.556,19.287,-14.160
0.219,-0.542,-0.116,-36.011,14.099,-13.123
0.221,-0.594,-0.102,-22.583,7.080,-9.399
0.183,-0.636,-0.051,-9.521,0.305,-6.165
0.181,-0.704,0.005,-0.549,-3.967,-3.357
0.168,-0.752,0.043,3.784,-4.822,-2.502
0.180,-0.807,0.049,2.930,-3.357,-2.075
0.184,-0.830,0.039,1.526,-1.892,-1.160
0.199,-0.851,0.042,-1.404,0.854,-1.892
0.221,-0.873,0.040,-2.441,2.747,-2.563
0.233,-0.891,0.032,-2.808,3.418,-3.296
0.245,-0.907,0.018,-2.380,3.723,-3.906
0.245,-0.922,0.007,0.122,2.808,-3.784
0.247,-0.937,-0.002,2.808,1.526,-3.845
0.252,-0.960,-0.008,5.493,0.183,-3.906
0.249,-0.974,-0.004,10.071,-0.732,-3.113
0.253,-0.971,-0.008,14.343,-1.221,-1.404
0.263,-0.960,-0.010,17.639,-1.343,-0.366
0.282,-0.948,-0.003,20.020,-1.709,-0.671
0.266,-0.941,-0.001,20.264,-4.028,-2.869
0.221,-0.933,0.001,18.921,-3.723,-5.615
0.295,-0.965,0.000,16.418,-0.977,-6.897
0.284,-0.996,-0.000,11.719,-0.305,-11.658
0.227,-1.019,-0.034,4.028,-0.427,-18.127
0.253,-1.036,-0.063,-2.747,2.075,-19.348
0.261,-1.016,-0.116,-5.188,3.967,-18.005
0.266,-1.001,-0.146,-5.371,3.235,-17.029
0.277,-0.995,-0.153,-2.502,1.038,-16.113
