aX,aY,aZ,gX,gY,gZ
0.264,-0.992,-0.147,1.221,-2.075,-15.930
0.250,-0.993,-0.134,5.432,-4.944,-15.381
0.244,-0.988,-0.118,8.789,-6.470,-14.343
0.232,-0.983,-0.111,10.132,-7.568,-14.038
0.223,-0.979,-0.091,10.376,-7.996,-13.977
0.213,-0.984,-0.075,8.911,-8.179,-14.954
0.205,-0.991,-0.064,6.653,-7.690,-15.808
0.200,-0.986,-0.057,4.211,-6.775,-16.052
0.199,-0.960,-0.059,1.953,-5.615,-15.930
0.201,-0.933,-0.060,1.282,-4.822,-15.625
0.206,-0.915,-0.061,3.174,-4.700,-15.686
0.200,-0.909,-0.055,6.042,-5.798,-15.869
0.193,-0.906,-0.038,9.583,-7.141,-15.869
0.171,-0.907,-0.020,11.963,-8.606,-16.174
0.154,-0.936,-0.002,12.695,-9.216,-17.090
0.142,-0.958,0.010,12.634,-8.728,-17.517
0.141,-0.970,0.016,10.986,-7.141,-17.456
0.142,-0.967,0.012,8.362,-5.249,-17.151
0.141,-0.952,-0.001,6.653,-3.723,-17.151
0.155,-0.939,-0.017,6.165,-2.197,-17.578
0.154,-0.934,-0.023,6.348,-2.014,-18.494
0.141,-0.941,-0.030,9.094,-2.930,-18.738
0.126,-0.968,-0.030,12.024,-3.845,-18.616
0.111,-1.007,-0.025,13.000,-4.883,-19.043
0.092,-1.031,-0.024,11.780,-5.127,-18.860
0.100,-1.032,-0.021,9.766,-3.540,-17.395
0.103,-1.013,-0.027,8.301,-2.197,-15.747
0.125,-0.996,-0.031,8.423,-1.221,-13.855
0.172,-0.976,-0.040,10.803,-0.854,-12.268
0.125,-0.938,-0.051,14.038,-3.174,-12.512
0.147,-0.937,-0.052,19.287,-4.456,-11.353
0.122,-0.945,-0.042,24.292,-6.531,-11.414
0.109,-0.980,-0.030,25.574,-7.568,-12.939
0.098,-1.003,-0.016,23.560,-7.385,-13.977
0.096,-0.998,-0.020,19.470,-5.798,-14.587
0.109,-0.990,-0.036,16.541,-3.662,-14.709
0.115,-0.978,-0.046,15.320,-2.441,-14.893
0.126,-0.959,-0.060,15.442,-1.465,-14.343
0.132,-0.930,-0.082,17.151,-1.282,-13.245
0.130,-0.919,-0.097,20.264,-2.808,-12.939
0.111,-0.937,-0.081,21.790,-5.005,-14.709
0.098,-0.986,-0.052,20.935,-6.104,-17.395
0.078,-1.049,-0.027,18.677,-6.104,-19.226
0.049,-1.088,-0.001,13.916,-4.700,-20.081
0.041,-1.083,-0.005,5.554,-1.038,-20.264
0.055,-1.068,-0.040,-0.793,3.418,-20.142
0.078,-1.052,-0.092,-2.625,6.287,-19.348
0.105,-1.021,-0.147,-0.854,6.226,-17.273
0.100,-1.001,-0.166,3.723,3.235,-15.503
0.084,-1.030,-0.138,10.437,-1.221,-13.794
0.058,-1.071,-0.089,15.381,-4.333,-12.268
0.036,-1.098,-0.051,15.259,-4.883,-11.536
0.029,-1.102,-0.029,11.841,-3.052,-11.230
0.030,-1.093,-0.045,6.714,-0.427,-11.108
0.039,-1.069,-0.072,2.075,2.563,-10.803
0.055,-1.034,-0.102,0.977,4.395,-9.155
0.073,-0.986,-0.133,3.906,4.395,-6.775
0.077,-0.955,-0.152,10.254,1.831,-5.066
0.068,-0.947,-0.146,17.639,-1.892,-4.150
0.046,-0.968,-0.120,22.156,-5.188,-4.456
0.024,-0.992,-0.089,22.278,-6.775,-5.493

-0.263,-2.402,-0.218,-53.223,8.484,-39.856
-0.313,-2.662,-0.188,-65.063,10.864,-39.978
-0.315,-2.862,-0.183,-77.881,16.113,-34.424
-0.319,-2.922,-0.195,-87.830,21.057,-21.973
-0.313,-2.872,-0.216,-89.905,24.109,-4.089
-0.276,-2.752,-0.255,-82.886,26.611,17.578
-0.254,-2.575,-0.310,-67.932,27.100,40.466
-0.184,-2.403,-0.359,-53.101,24.780,62.134
-0.140,-2.180,-0.378,-40.894,21.057,82.092
-0.142,-1.905,-0.414,-31.189,16.785,101.379
-0.099,-1.635,-0.437,-24.658,13.733,118.164
-0.072,-1.358,-0.440,-23.926,9.583,129.700
-0.049,-1.046,-0.452,-26.978,5.249,139.099
0.011,-0.746,-0.465,-31.738,1.892,145.935
0.077,-0.449,-0.413,-35.645,-3.052,148.926
0.089,-0.153,-0.327,-39.429,-8.362,146.057
0.098,0.103,-0.251,-40.649,-10.559,138.489
0.101,0.316,-0.214,-36.987,-10.620,129.333
0.208,0.386,-0.212,-31.982,-10.437,116.272
0.132,0.518,-0.178,-34.241,-13.306,96.191
0.117,0.600,-0.102,-46.875,-12.329,77.393
0.139,0.607,-0.096,-58.105,-7.202,59.448
0.213,0.546,-0.042,-65.002,4.761,39.490
0.237,0.486,-0.058,-67.505,8.484,22.217
0.253,0.413,-0.063,-61.218,7.202,10.010
0.232,0.343,-0.096,-51.208,5.737,0.793
0.237,0.291,-0.108,-38.330,3.967,-3.906
0.202,0.246,-0.091,-26.123,0.305,-7.751
0.188,0.174,-0.060,-13.184,-5.249,-11.841
0.172,0.080,0.003,-1.770,-8.606,-17.578
0.137,-0.029,0.063,6.226,-10.437,-22.705
0.109,-0.123,0.113,9.949,-9.338,-26.062
0.092,-0.185,0.130,6.897,-5.859,-29.480
0.115,-0.217,0.116,1.709,-0.366,-32.837
0.142,-0.259,0.092,0.061,3.723,-36.133
0.136,-0.292,0.056,2.747,3.540,-39.734
0.132,-0.352,0.048,10.010,2.869,-40.894
0.140,-0.426,0.050,20.325,2.502,-40.161
0.128,-0.495,0.075,28.748,1.404,-39.795
0.087,-0.552,0.071,35.156,-1.221,-39.612
0.081,-0.647,0.057,38.086,1.160,-41.504
0.040,-0.746,0.037,33.081,3.784,-46.936
0.019,-0.865,0.031,25.513,6.531,-50.781
0.033,-0.950,0.013,16.174,10.620,-51.941
0.079,-0.989,-0.033,6.958,14.648,-51.147
0.092,-0.971,-0.107,2.563,15.137,-49.316
0.132,-0.949,-0.164,5.310,13.916,-45.593
0.144,-0.965,-0.184,15.503,8.789,-42.297
0.113,-1.025,-0.153,27.405,0.977,-40.466
0.043,-1.111,-0.104,35.217,-4.333,-39.246
0.107,-1.216,-0.042,36.560,-4.578,-36.804
0.090,-1.230,-0.014,31.860,-3.662,-35.339
0.010,-1.193,-0.047,23.621,-2.563,-35.217
0.067,-1.165,-0.052,17.639,0.854,-33.081
0.073,-1.135,-0.097,19.409,2.686,-30.029
0.068,-1.133,-0.112,22.827,0.610,-28.992
0.079,-1.149,-0.127,26.001,-0.732,-27.222
0.071,-1.151,-0.133,28.320,-2.563,-25.452
0.077,-1.126,-0.147,30.090,-3.845,-22.522
0.082,-1.094,-0.157,33.142,-5.249,-19.775
0.070,-1.083,-0.148,37.903,-7.446,-18.311
0.051,-1.095,-0.119,41.992,-9.399,-18.188
0.029,-1.121,-0.098,43.274,-10.010,-18.616
0.004,-1.150,-0.087,41.321,-8.850,-18.860
-0.013,-1.179,-0.090,36.804,-6.714,-18.860
-0.013,-1.191,-0.109,29.541,-3.845,-18.860
0.001,-1.192,-0.141,23.315,-1.404,-18.005
0.015,-1.182,-0.170,19.226,-0.061,-16.418
0.031,-1.175,-0.204,18.860,-0.366,-13.367
0.023,-1.154,-0.212,22.278,-1.892,-9.644
0.018,-1.150,-0.200,26.611,-4.150,-7.263
0.005,-1.161,-0.183,29.053,-4.944,-6.470
0.001,-1.185,-0.161,30.029,-5.127,-5.920
-0.011,-1.188,-0.146,29.236,-5.310,-5.371
-0.003,-1.175,-0.123,26.978,-4.272,-4.517
0.011,-1.156,-0.144,26.184,-3.174,-2.563
0.013,-1.121,-0.167,24.780,-2.869,-1.526
0.017,-1.094,-0.176,22.827,-3.784,-1.953
0.021,-1.088,-0.169,21.545,-4.944,-3.113
0.011,-1.103,-0.158,21.606,-5.371,-4.272
0.001,-1.141,-0.141,20.996,-5.188,-5.127
-0.003,-1.165,-0.135,18.433,-3.296,-5.310
0.005,-1.165,-0.154,14.832,-0.549,-4.395
0.018,-1.148,-0.192,12.146,1.770,-2.380
0.032,-1.109,-0.234,11.475,2.441,-0.183
0.048,-1.073,-0.269,12.817,1.343,2.197
0.048,-1.046,-0.272,16.235,-1.770,4.150
0.038,-1.043,-0.244,21.057,-4.883,5.920
0.046,-1.046,-0.218,24.292,-6.042,7.324
0.013,-1.026,-0.206,23.926,-5.737,7.935
0.046,-1.006,-0.202,22.034,-3.967,8.240
0.047,-0.992,-0.219,20.325,-3.174,7.141
0.031,-0.971,-0.222,17.944,-3.418,4.456
0.029,-0.956,-0.220,15.625,-3.418,3.601
0.055,-0.960,-0.222,14.954,-2.686,2.625
0.029,-0.972,-0.219,12.817,-3.357,-0.854
0.023,-0.999,-0.213,10.376,-3.174,-3.418
0.030,-1.011,-0.218,7.874,-1.770,-4.333
0.031,-1.005,-0.231,6.409,-0.732,-4.517
0.044,-1.004,-0.251,6.775,0.000,-4.456
0.041,-1.004,-0.259,7.690,-0.916,-4.700
0.041,-1.007,-0.257,10.376,-2.380,-4.456
0.038,-1.006,-0.250,13.123,-3.845,-3.479
0.031,-1.008,-0.235,14.587,-5.188,-2.869
0.023,-1.001,-0.224,14.709,-5.920,-2.930
0.033,-1.021,-0.224,13.855,-5.615,-2.686
0.019,-1.006,-0.218,11.597,-5.188,-3.540
0.016,-1.014,-0.219,10.498,-4.761,-4.700
0.011,-1.042,-0.212,10.254,-4.333,-5.371
0.002,-1.060,-0.203,7.812,-3.540,-5.981
0.008,-1.060,-0.211,4.517,-1.892,-5.798
0.015,-1.045,-0.229,2.747,-0.732,-5.249
0.021,-1.029,-0.248,2.625,-0.854,-4.333
0.029,-1.032,-0.260,4.883,-1.953,-2.930
0.024,-1.018,-0.264,7.874,-3.357,-1.343
0.026,-1.006,-0.260,10.864,-5.066,0.366
0.026,-1.009,-0.248,13.855,-6.226,1.770
0.018,-1.006,-0.237,15.442,-6.775,2.808
0.014,-0.999,-0.231,14.954,-6.714,3.662

-0.370,-2.471,-0.456,-6.775,6.226,-61.646
-0.486,-2.821,-0.525,-17.700,7.446,-61.584
-0.535,-3.178,-0.555,-37.903,9.460,-60.608
-0.523,-3.475,-0.568,-64.270,15.869,-52.795
-0.444,-3.565,-0.619,-87.952,26.611,-28.625
-0.390,-3.363,-0.719,-104.065,36.804,8.179
-0.270,-2.973,-0.816,-109.131,43.335,48.645
-0.173,-2.563,-0.872,-99.670,41.504,84.106
-0.130,-2.171,-0.870,-79.895,30.701,110.901
-0.076,-1.841,-0.831,-59.998,19.653,130.371
-0.086,-1.560,-0.729,-45.532,8.789,144.165
-0.152,-1.298,-0.595,-45.776,0.793,152.405
-0.169,-0.954,-0.498,-71.045,1.587,155.090
-0.121,-0.545,-0.450,-109.741,9.399,151.611
-0.081,-0.173,-0.417,-138.489,16.724,142.151
-0.039,0.115,-0.385,-147.888,19.775,128.601
0.019,0.311,-0.369,-142.517,20.874,113.586
0.034,0.453,-0.350,-125.549,19.470,100.525
0.158,0.541,-0.407,-102.173,17.395,93.140
0.171,0.682,-0.451,-78.430,10.254,85.266
0.148,0.815,-0.389,-57.190,-0.671,77.148
0.173,0.851,-0.369,-31.677,-10.742,72.571
0.130,0.790,-0.228,-6.104,-15.747,64.148
0.135,0.684,-0.062,10.620,-11.536,51.758
0.094,0.594,0.070,14.526,-12.512,39.429
0.068,0.512,0.135,2.441,-6.836,21.118
0.106,0.406,0.122,-15.381,4.944,0.427
0.137,0.271,0.045,-26.733,14.526,-18.494
0.163,0.121,-0.056,-30.334,17.090,-31.372
0.166,-0.025,-0.125,-26.550,14.771,-38.818
0.165,-0.151,-0.170,-16.663,11.047,-38.696
0.157,-0.240,-0.179,-5.981,5.249,-33.691
0.146,-0.298,-0.142,1.587,0.366,-28.748
0.122,-0.344,-0.105,7.812,-4.700,-25.635
0.134,-0.421,-0.072,13.794,-7.751,-24.536
0.113,-0.506,-0.030,17.395,-10.986,-26.367
0.098,-0.589,0.010,17.578,-13.000,-29.053
0.049,-0.639,0.029,13.977,-12.451,-31.311
0.095,-0.732,0.041,10.986,-8.789,-30.334
0.073,-0.781,0.051,9.705,-6.409,-30.945
0.058,-0.842,0.038,7.385,-5.432,-30.640
0.083,-0.890,0.048,8.179,-2.380,-28.198
0.115,-0.950,0.015,9.521,-2.686,-25.024
0.113,-0.982,-0.007,12.695,-6.165,-22.156
0.113,-1.007,-0.020,17.273,-6.409,-19.348
0.126,-1.044,0.003,21.912,-6.226,-15.686
0.138,-1.053,0.017,25.879,-6.836,-11.963
0.124,-1.054,0.041,26.917,-6.775,-11.047
0.119,-1.059,0.046,26.917,-5.615,-11.292
0.123,-1.063,-0.003,24.170,-5.066,-13.550
0.130,-1.065,-0.043,20.386,-3.052,-15.808
0.149,-1.075,-0.086,17.822,-0.854,-16.724
0.152,-1.090,-0.111,17.029,-0.671,-16.907
0.122,-1.077,-0.128,16.846,-1.099,-16.174
0.215,-1.079,-0.125,17.212,-0.366,-13.977
0.184,-1.045,-0.114,18.982,-2.380,-13.672
0.121,-1.045,-0.120,21.240,-4.150,-15.503
0.143,-1.075,-0.112,20.447,-3.052,-16.602
0.120,-1.073,-0.135,19.226,-2.441,-16.785
0.116,-1.082,-0.146,16.724,-1.953,-16.663
0.123,-1.090,-0.158,13.672,-0.977,-16.785
0.108,-1.089,-0.155,9.399,-0.854,-18.616
0.105,-1.082,-0.158,6.653,-0.549,-19.165
0.117,-1.075,-0.166,7.629,-0.183,-18.372
0.124,-1.082,-0.171,10.925,-0.916,-16.785
0.107,-1.093,-0.171,13.855,-3.052,-15.320
0.090,-1.104,-0.172,15.137,-4.700,-13.733
0.079,-1.110,-0.166,14.771,-5.798,-12.024
0.066,-1.111,-0.164,13.245,-6.226,-10.315
0.061,-1.102,-0.157,12.268,-5.798,-8.606
0.069,-1.102,-0.156,11.230,-5.371,-6.775
0.069,-1.077,-0.156,9.521,-4.395,-5.920
0.075,-1.059,-0.150,9.338,-4.211,-5.371
0.078,-1.042,-0.135,10.620,-4.639,-4.089
0.074,-1.020,-0.117,12.878,-5.005,-2.319
0.078,-1.005,-0.116,16.357,-5.554,-0.427
0.097,-1.006,-0.108,20.935,-5.981,0.610
0.071,-1.007,-0.106,22.583,-6.836,0.122
0.061,-1.014,-0.099,21.667,-7.141,-1.282
0.059,-1.031,-0.101,18.677,-7.019,-3.601
0.051,-1.054,-0.095,14.832,-6.348,-5.981
0.050,-1.063,-0.088,12.329,-5.432,-6.714
0.058,-1.067,-0.087,9.399,-4.089,-6.836
0.059,-1.055,-0.107,9.155,-2.686,-6.226
0.066,-1.058,-0.134,11.475,-2.075,-5.005
0.070,-1.067,-0.142,14.343,-2.563,-2.258
0.066,-1.053,-0.141,16.846,-3.357,0.793
0.076,-1.036,-0.147,19.287,-3.174,3.418
0.059,-1.010,-0.152,20.935,-3.296,4.578
0.081,-1.021,-0.148,22.827,-2.930,5.188
0.091,-1.003,-0.134,23.682,-2.380,5.920
0.092,-0.981,-0.130,22.888,-2.869,5.127
0.088,-0.962,-0.135,22.522,-2.380,4.150
0.066,-0.959,-0.140,22.278,-1.709,2.869
0.080,-0.987,-0.143,21.118,-0.488,1.587
0.072,-1.002,-0.151,19.043,0.366,0.488
0.071,-1.002,-0.156,15.808,1.221,0.366
0.096,-0.985,-0.181,14.099,2.930,1.343
0.093,-0.973,-0.209,13.550,3.113,1.892
0.126,-0.942,-0.222,15.625,2.747,2.136
0.110,-0.927,-0.217,18.250,-0.244,0.488
0.106,-0.943,-0.201,23.132,-2.380,0.122
0.090,-0.964,-0.182,26.367,-3.784,0.000
0.077,-0.976,-0.156,25.757,-3.662,-0.305
0.061,-0.987,-0.140,24.780,-3.296,-0.916
0.055,-1.003,-0.142,21.423,-1.282,-2.869
0.055,-1.015,-0.159,15.564,1.465,-5.249
0.061,-1.025,-0.183,10.315,4.150,-6.287
0.077,-1.015,-0.217,6.775,5.737,-6.470
0.092,-1.008,-0.250,5.554,6.348,-6.104
0.102,-0.994,-0.271,7.385,4.517,-5.188
0.107,-0.985,-0.276,11.902,1.465,-3.601
0.093,-0.982,-0.250,17.456,-1.587,-1.587
0.091,-0.977,-0.242,21.790,-3.479,0.122
0.061,-0.971,-0.223,23.865,-5.127,0.061
0.051,-0.995,-0.205,22.095,-5.432,-2.502
0.048,-1.023,-0.190,17.700,-3.845,-5.249
0.046,-1.045,-0.193,13.062,-1.343,-6.653
0.062,-1.052,-0.209,8.606,1.953,-6.897

-0.283,-2.197,-0.291,-41.138,2.563,-25.940
-0.288,-2.338,-0.287,-51.941,7.690,-21.973
-0.294,-2.401,-0.316,-61.584,11.963,-12.451
-0.272,-2.426,-0.356,-69.275,15.869,0.183
-0.268,-2.386,-0.394,-76.111,19.836,16.663
-0.278,-2.297,-0.429,-79.895,19.714,34.302
-0.240,-2.178,-0.465,-82.092,19.165,50.842
-0.188,-2.020,-0.459,-77.698,19.348,68.848
-0.132,-1.829,-0.491,-62.927,17.395,89.172
-0.077,-1.595,-0.498,-47.974,12.756,108.521
-0.066,-1.318,-0.479,-33.875,5.249,124.084
-0.040,-1.050,-0.426,-18.188,-2.808,136.902
-0.006,-0.794,-0.341,-5.920,-9.094,145.081
0.000,-0.540,-0.271,-0.366,-12.695,148.193
0.025,-0.319,-0.193,-0.549,-13.489,147.827
0.074,-0.024,-0.134,-11.841,-11.658,141.846
0.158,0.323,-0.095,-32.410,-6.226,131.836
0.235,0.704,-0.059,-45.898,0.305,120.972
0.300,1.049,0.008,-47.729,4.272,105.835
0.370,1.238,0.086,-41.016,5.066,80.933
0.323,1.246,0.161,-27.039,3.845,48.584
0.302,1.088,0.211,-15.686,6.348,17.334
0.226,0.907,0.118,-13.184,14.160,-8.667
0.203,0.715,0.076,-16.541,27.771,-31.799
0.208,0.542,-0.028,-21.545,36.438,-49.133
0.186,0.380,-0.135,-22.461,38.452,-61.646
0.155,0.222,-0.236,-18.616,38.757,-70.496
0.146,0.063,-0.294,-9.155,35.522,-75.867
0.114,-0.084,-0.343,2.136,27.405,-76.416
0.085,-0.253,-0.353,13.916,17.639,-74.890
0.038,-0.405,-0.336,25.330,8.240,-71.289
0.008,-0.543,-0.287,34.363,1.465,-65.796
-0.033,-0.666,-0.239,39.124,-2.075,-59.875
-0.032,-0.763,-0.200,39.917,-2.563,-53.040
-0.040,-0.842,-0.172,35.278,-1.953,-49.072
-0.035,-0.939,-0.155,28.870,-1.465,-48.035
-0.026,-1.055,-0.131,23.804,-1.160,-46.570
-0.034,-1.144,-0.116,17.029,-0.183,-43.396
-0.039,-1.209,-0.142,9.583,3.235,-37.415
-0.011,-1.238,-0.182,4.578,6.470,-28.076
0.075,-1.248,-0.243,4.883,6.775,-17.029
0.072,-1.184,-0.267,5.554,2.197,-10.498
0.124,-1.125,-0.280,9.277,-1.892,-3.723
0.151,-1.080,-0.265,17.029,-6.714,2.136
0.154,-1.041,-0.230,24.963,-11.597,5.615
0.152,-1.027,-0.200,31.860,-15.442,7.446
0.135,-1.028,-0.171,34.302,-16.541,6.470
0.113,-1.044,-0.150,31.311,-15.137,3.357
0.101,-1.071,-0.142,24.475,-11.230,-0.732
0.056,-1.086,-0.159,15.076,-6.775,-4.883
0.131,-1.104,-0.179,5.981,-0.977,-6.226
0.154,-1.096,-0.247,-0.427,2.380,-6.653
0.142,-1.062,-0.290,-3.235,1.770,-8.240
0.149,-1.000,-0.316,-2.258,-0.366,-5.981
0.180,-0.958,-0.322,8.301,-3.418,-2.075
0.168,-0.943,-0.302,20.386,-7.568,-1.404
0.133,-0.958,-0.253,28.992,-11.719,-3.418
0.101,-0.997,-0.204,33.691,-13.611,-5.920
0.072,-1.046,-0.170,33.264,-12.268,-8.179
0.052,-1.088,-0.157,28.442,-9.155,-10.315
0.053,-1.099,-0.164,20.935,-5.432,-11.597
0.064,-1.094,-0.187,13.306,-1.099,-12.573
0.072,-1.078,-0.223,9.216,1.587,-12.390
0.084,-1.080,-0.258,9.521,2.380,-11.658
0.089,-1.072,-0.280,12.085,1.282,-10.376
0.096,-1.061,-0.294,17.029,-0.977,-7.385
0.068,-1.046,-0.287,22.400,-4.822,-5.493
0.052,-1.053,-0.278,26.733,-7.202,-4.700
0.047,-1.079,-0.268,28.870,-7.935,-4.395
0.046,-1.101,-0.259,28.381,-8.179,-3.662
0.054,-1.094,-0.249,24.902,-7.263,-3.052
0.063,-1.089,-0.245,20.630,-5.737,-2.808
0.074,-1.064,-0.250,18.311,-3.967,-2.502
0.068,-1.055,-0.263,17.029,-2.930,-3.052
0.061,-1.062,-0.267,16.907,-2.625,-3.723
0.054,-1.089,-0.265,16.052,-2.625,-5.005
0.049,-1.103,-0.264,13.916,-2.136,-5.127
0.052,-1.094,-0.283,12.634,-1.038,-3.174
0.062,-1.068,-0.308,13.184,-0.916,-0.732
0.081,-1.067,-0.322,14.709,-2.014,1.404
0.079,-1.033,-0.322,16.602,-3.540,2.808
0.092,-1.023,-0.325,19.897,-5.005,4.517
0.067,-1.013,-0.324,23.376,-5.676,5.798
0.086,-1.006,-0.303,24.109,-5.554,5.981
0.071,-0.997,-0.291,22.034,-5.615,3.723
0.050,-1.003,-0.272,18.250,-4.517,0.916
0.042,-1.027,-0.271,13.733,-2.502,-1.587
0.042,-1.055,-0.275,8.118,0.244,-3.662
0.047,-1.054,-0.294,2.136,2.808,-4.517
0.051,-1.022,-0.325,-0.671,4.822,-3.601
0.097,-1.016,-0.363,1.160,5.371,-1.282
0.092,-1.003,-0.382,4.333,3.357,-0.916
0.096,-1.004,-0.371,8.301,-0.366,-1.770
0.093,-1.015,-0.348,14.099,-3.296,0.122
0.080,-1.014,-0.324,16.052,-5.554,1.160
0.056,-1.009,-0.302,16.235,-6.287,1.282
0.050,-1.015,-0.280,15.320,-5.798,0.854
0.049,-1.019,-0.276,11.719,-3.967,0.061
0.061,-1.002,-0.293,7.812,-1.587,-0.183
0.071,-0.971,-0.319,5.371,0.427,0.000
0.080,-0.966,-0.338,5.859,0.061,-0.061
0.089,-0.967,-0.330,7.263,-0.854,-0.244
0.079,-0.975,-0.316,8.301,-2.380,-0.854
0.076,-0.978,-0.310,9.521,-2.747,-0.549
0.066,-0.985,-0.316,10.010,-2.808,-0.488
0.064,-1.000,-0.317,9.705,-3.174,-0.549
0.064,-1.000,-0.319,8.240,-3.174,0.000
0.065,-0.980,-0.325,6.897,-2.747,1.038
0.070,-0.959,-0.328,6.897,-2.869,1.770
0.070,-0.946,-0.326,6.409,-3.296,1.831
0.078,-0.924,-0.328,6.165,-3.113,1.953
0.082,-0.907,-0.340,7.629,-3.052,2.319
0.083,-0.898,-0.343,9.033,-3.906,1.587
0.084,-0.904,-0.336,9.766,-4.822,0.427
0.076,-0.924,-0.316,11.169,-5.981,-1.038
0.068,-0.949,-0.297,11.047,-6.042,-2.319
0.064,-0.962,-0.292,9.521,-5.005,-3.113
0.060,-0.960,-0.294,7.324,-3.540,-3.479
0.063,-0.951,-0.304,4.517,-2.319,-4.028

